id,latitude,longitude,street,building_number,description
1015,44.475891,38.36922,Об'їзна дорога,0,"Мотоцикл ефект гуляти тривога спалити конференція космос. Зате похорон коричневий.
Хід кордон бажання поставити блискучий від'їзд зелений. Хотіти взагалі ламати рот ґудзик багряний."
1016,47.826681,38.429628,Леонтовича,47,
1017,45.313187,30.301362,Фестивальний,5,
1018,44.581295,24.216207,Хаджибейський 3-й,3,
1019,51.472324,32.695342,Виставочна,8,
1020,51.857923,37.732795,Китобійна,119,
1021,46.240812,27.811314,Травневий 1-й,24,
1022,50.162196,28.582058,Ватманський,1,
1023,48.499412,31.333686,Йосипа Тимченка,791,
1024,44.125344,26.880497,Маловського,050,
1025,51.430813,25.004393,Бєлякова,4,
1026,44.811803,26.806364,Богуна,610,
1027,47.103332,36.827277,Андросовський,28,
1028,46.468355,34.452128,Тираспольська,3,
1029,46.668246,36.666129,Навігаційний,7,
1030,45.221767,32.627803,Щоглова,863,
1031,49.473226,36.287164,Решата Аметова,409,Мільярд другий порівняння висіти реклама медицина. Жорстокий пастух написати світило скинути п'ятеро бригада. Функція ліворуч зупинити редактор жорстокий.
1032,46.030291,25.356928,Генуезька,12,
1033,48.353504,32.963862,Іванівський переїзд,8,
1034,44.319131,37.264985,Ботанічний,4,
1035,45.463078,25.114836,Прорізна,716,
1036,50.83494,35.546856,Чорноморський 6-й,6,
1037,47.190104,22.8557,Озерна,8,
1038,45.749689,35.242807,Горизонтальна,23,"Командир колишній ніч уточнити. Точно темніти правління палиця мимо натиснути супроводжуватися.
М'Який направо основа болісно факультет. Мимо закласти ковзати виблискувати ніж розводити командувач."
1039,44.201922,31.587038,Госпітальєрів,345,"Трясти за серйозний адвокат червонй розвинений. Вітрина висіти господь.
Приятель неправда князь солома образа спосіб."
1040,50.927503,29.276761,Сєрогодського,804,
1041,45.480065,26.558636,Нафтовиків 2-й,02,
1042,51.660548,22.972567,Віталія Гуляєва,072,Настати решітка здригатися. Затягнутися райком груди самостійно нині плід. Прохід збудження район триста.
1043,47.407433,28.570675,Сонячна,124,
1044,46.182814,22.103048,Рішельєвська,6,О мигнути діставати кидати наполегливо відповідність демократія виблискувати. Банда підкинути витримати увійти який. Бок хід передо армійський салон міркування щур.
1045,50.37098,30.557049,Уральська,2,Рішення природа кпсс правий занадто. Термін щось пані упустити казна-хто. Прірва написати каюта хліб висловлюватися.
1046,46.393616,31.876446,Чорноморський 1-й,44,
1047,52.494791,36.741304,Проектний 5-й,1,
1048,49.444922,38.741971,Дальній,98,
1049,48.717009,30.291132,Рівності,7,Вчений незвичний ставити солома черевик. Єдиний недолік викинути вигнати благати уточнити страта. Тривога потім гіркий.
1050,46.966622,36.67498,Зелена,82,Повністю склянка угодний інвалід означати. Іспит господь й прем'єра хліб незвичайний. Ідея слати бок купа-невеличка рот.
1051,49.567702,22.186607,Кишинівська,5,Що відповідність століття вигнати скинути уникати. Прелесть різноманітний зарплата викинути порівняння. Угодний головка незручно яблуко.
1052,48.002868,36.823008,Бондарна,446,
1053,49.717362,30.496181,Академіка Ясиновського,59,
1054,48.048213,27.911431,Кустанайська,6,
1055,47.037588,25.413794,Іванівський переїзд,2,
1056,51.600803,26.595005,Флейтовий,092,
1057,44.112824,40.198081,Сталепрокатна,11,
1058,48.82879,36.81081,Волтона,157,
1059,44.774959,40.243206,Херсонський сквер,39,
1060,52.325115,25.660586,Іспанська,52,"Танцювати товар радити гіркий пристрасть.
Вчора дружно розлад терапія. Квапливий заспокоїтися рота торгівля медицина важливий танцювати."
1061,49.208846,29.478792,Килимова,756,
1062,47.174797,24.208871,Ніли Крюкової,998,
1063,51.0503,27.720063,Каштанова,6,
1064,45.23759,35.453225,Персикова,61,
1065,48.900816,30.814639,Сєрогодського,270,
1066,44.119852,25.258144,Проектований 4-й,698,Ламати пристрій розгубитися триста штаб. Порт інтелектуальний солома призначити простір пастух.
1067,44.703844,23.495791,Гетьмана Сагайдачного,4,
1068,49.43126,37.988271,Морський 2-й,2,
1069,46.446863,35.398372,Шевальових,526,"Який дрібниця ніж наступати гараж.
Хата світило зрідка основа черевик конструкція помовчати. Князь художній прошепотіти важливий підлога пристрасть тьмяний."
1070,45.209008,38.07938,Бутишів,6,
1071,44.988555,22.140215,Тракторна,118,
1072,44.564845,35.961745,Всеволода Змієнка,47,
1073,51.372687,23.654296,Крушельницької,4,Адже командування аналіз ґаздиня виражений. Демократія ґудзик образа наполегливо висіти дальній порівняння ленінград. Факультет синок рот приятель.
1074,48.375659,22.703328,Оранжерейний,912,
1075,47.297208,33.421781,Тарутинська,505,
1076,44.718039,39.057689,Велика Арнаутська,022,Гіркий болісно демократія плід незвичний передо. Відповідність болото пристойний угодний. Пити нестерпний художній мʼята груди.
1077,46.278062,30.275829,Донецька,3,
1078,51.439732,35.249986,1-ша Лінія 4-ї ст. Люстдорфської дороги,5,"Порада фахівець пристойний аналіз. Паща навіщо салон так. Груди вивести висіти житель залучати червʼяк дрібниця навіщо. Загроза упор район домогтися.
Їсти низький мета банк сумнівний шкіра."
1079,45.146936,37.967171,Академіка Ясиновського,543,
1080,49.525558,25.605683,Запорізька,419,
1081,45.642751,25.761723,Буковецького,513,
1082,50.953776,38.707142,Український 2-й,48,
1083,45.891011,37.236258,Новаторів,0,
1084,46.109492,36.413863,Олександра Кутузакія,833,
1085,46.272279,32.085074,Четверта,0,
1086,49.378,24.700142,Крушельницької,28,
1087,51.909872,32.110884,Панаса Мирного,148,
1088,47.558694,28.13109,Одарія,736,Доба намір гараж лягати команда заклик. Покинути близько взагалі голубчик сміливий дальній що-небудь. Важливий редактор зелений витримати ефект.
1089,48.942645,28.172251,Жевахова,90,
1090,49.844701,34.395033,Перлинна,7,Порода інтелектуальний ручка тисяча відділ податковий. Зловити оборот міркування ламати задерти. Й колишній інтернет боєць пристойний червʼяк забирати співрозмовник.
1091,47.209308,38.160939,Заводська,73,
1092,45.160869,28.658911,Павла Чубинського,2,
1093,47.938018,34.978729,Могилівська,75,
1094,44.913674,22.546794,Керченський 3-й,8,
1095,46.898594,36.633321,Миколи Троїцького,63,
1096,47.918356,35.13612,Березова,7,
1097,50.861404,39.355837,Діхтієвського Віктора,3,
1098,48.443235,35.422248,Гвоздична,5,
1099,50.221372,23.024706,Дельфін,91,Командувач квапливий гіркий пропадати решітка прошепотіти академік. Вітрина слати пропаганда важливий нестерпний шкіра монета спасти.
1100,52.334893,32.786495,Лютеранський,9,
1101,50.669274,22.785834,Церковна,351,
1102,44.813415,28.803222,Путівна,73,
1103,49.656171,28.496145,Краснова,5,
1104,49.343507,35.487723,Заводська,8,
1105,45.361815,24.970673,Маловського,401,Потім століття мотоцикл покинути темніти. Купа-Невеличка витягувати можливо ніж хід байдужий витримати. Упор робочий бочок штаб командування низький рота.
1106,48.534356,38.540084,Водопровідний 2-й,2,Головний намір підкинути білизна каюта зображати полум'я багаття. Кут що насолода ягода. Місце гіркий образа подробиця важливий заява розуміти щур.
1107,48.164761,31.441985,5-та Лінія 6-й ст. Люстдорфської дороги,40,
1108,50.861957,24.342661,Віктора Скаржинського узвіз,45,
1109,46.304934,27.366561,Аеропортівський 4-й,2,Болісно в'язниця робочий відзначити. Єдиний ідея поява командир зображати спорт. Гуляти здригатися взагалі несподівано несподівано мигнути головний.
1110,48.971166,31.280114,Лиманчик 2-й Лінія 2-га,54,
1111,51.666359,38.274224,Бориса Нечерди,7,
1112,52.123148,30.661416,Любомира Гузара,6,
1113,45.185015,27.239242,Садова 3-тя,83,"Що-Небудь груди м'який вітати командир. Бак порода нарада головний.
Насолода ефект похорон. Упустити реклама розвернутися хлопчисько розстебнути. Розуміти щастя виконувати вовк черевик."
1114,45.464628,26.325571,Балтський 2-й,0,
1115,50.811234,31.05563,Одеська,35,
1116,45.387861,25.150167,Василя Капніста,296,
1117,45.170557,22.690276,Художника Федорова,5,
1118,48.802713,23.304387,Лінія 26-та,7,
1119,47.723493,24.97726,Канатний,406,
1120,46.785433,27.293052,Аеродромний 1-й,475,
1121,50.544205,24.184763,Лютеранський,8,
1122,47.043503,37.073514,Безіменний,2,Штаб поїзд пристрасть відповідність дальній мить пити оборот. Вовк головка затягнутися. Академік інший ліловий діловий вираз.
1123,50.273743,35.670663,Ганса Германа,26,
1124,45.599964,32.90999,Кар’єрна,04,
1125,47.508868,35.47401,Наявний 5-й,140,Призначити зупинити аж вказаний. Пристрій єврейський пропаганда поставити натиснути суглоб правління. Іспит паща трясти нині прелесть міф.
1126,50.26649,26.171035,Василя Кандинського 5-й,36,
1127,51.324312,32.34261,Рекордний,964,Так трубка основа засунути. Чоловічок грати чоловічок поїзд. Покидати паща спалити народ настати спорт.
1128,48.425009,38.160849,Троїцька,51,
1129,49.396042,24.473984,Музична,662,
1130,47.1051,26.89613,Василя Кандинського 3-й,477,
1131,47.443537,23.822294,Макова,6,
1132,49.282276,23.024172,Люстдорфська дорога,949,
1133,50.963126,26.592612,Скрипковий,97,Триста навряд розлад сміливий соціалістичний наштовхнутися вітати болото. Салон кордон байдужий мʼята банк надати о. Лягати паща єврейський другий услати ланцюжок трубка.
1134,51.657913,36.798583,Азербайджан,4,"Черевик свіжий степ казна-хто дрімати. Мить друкувати дихання правління метал. Труп трубка правління небезпека дрібниця тютюн бок. Затримати космос угодний.
Кільце нині заплакати камінчик."
1135,46.411585,27.557611,Юрія Асєєва,623,
1136,47.402099,29.826484,Вапняне селище,24,Сумнівний взагалі оборот ліворуч відповідність вивести ламати щастя. Армійський результат століття банк поріг. Функція приятель дружно демократія очко слати мигнути бетонний.
1137,48.246121,31.134434,Слобідський узвіз,275,
1138,48.279135,25.375986,Танкістів,28,
1139,44.71469,37.603813,Родоканакі,72,
1140,48.13681,33.01064,Рівний,93,
1141,46.93641,34.534517,Педагогічна,02,
1142,47.780486,35.307417,Ланжеронівський узвіз,4,
1143,47.108719,22.311836,Генуезька,4,
1144,44.671639,35.165236,Басейний 2-й,73,
1145,49.950092,31.905288,Ремонтна,399,"Крутий суглоб супроводжуватися відзначити благати головний здалеку. Дошлий ліловий житель похорон радість мати хліб.
Висіти точно розвинений решітка потім збільшуватися. Новий пристрій благати."
1146,49.569862,25.605331,Суднобудівний,8,
1147,48.976047,29.567465,Дружний,864,
1148,44.571018,38.863798,Морська,90,
1149,47.069564,26.585974,Слави,6,
1150,51.586765,33.31822,Олешківська,706,
1151,51.499228,36.673252,Івахненка Петра,96,
1152,48.137022,38.309243,Грушева,24,
1153,44.629695,22.125,Уральська,51,
1154,50.944036,34.950224,Пішонівська,55,
1155,50.206407,35.355813,Дмитріївська,246,Хід правління виконувати рота сумний зелений прощення секунда. Казна-Хто розводити казна-хто. Пропадати плід робочий витягувати розлад ліворуч раніше.
1156,47.202849,34.586527,Глаубермана,852,
1157,47.861379,38.932183,Середньофонтанська,536,
1158,46.473959,31.528123,Миколаївський 1-й,0,
1159,51.661254,24.208651,Улицька,1,
1160,44.115161,34.468344,Шефська,4,
1161,44.675538,37.815946,Вірського,47,"Червень який бетонний закласти. Господь уточнити їжа командир.
Міф суглоб затримати. Камінчик розлад ланцюжок сміливий пробувати виражений. Затримати спосіб витягувати матерія бочок вечір незвичний."
1162,48.794582,34.515124,Святослава Ріхтера,99,
1163,45.76796,24.038589,Ткачова,6,Решітка картинка ніч гроші ґазда тута. Єврейський прохід червонй редактор брову другий нарада. Незвичайний бок природний угодний ламати вперед багаття.
1164,52.431983,30.282611,Бібліотечна,9,
1165,51.93131,23.649082,Флейтовий,9,
1166,52.152467,24.09483,Володимира Терещенка,3,Виникнення розвернутися зображати народ вітати армійський єдиний хід. Направо заява легко результат потім здригнутися.
1167,45.533625,29.809906,3-тя Лінія 6-й ст. Люстдорфської дороги,7,
1168,50.506868,36.859528,19-та Лінія,0,
1169,45.13965,22.384026,Поліська,10,
1170,49.104228,28.220234,Паркова,6,
1171,44.515845,31.792996,Андрія Сови,120,
1172,44.349325,31.128815,Вокзальний,96,
1173,47.820003,24.972069,Данила Крижанівського,4,
1174,49.81329,23.896449,Вернидуба,3,
1175,44.796653,37.54883,Житомирська,49,
1176,47.562736,26.652051,Новоукраїнський,551,"Несподівано означати гараж жити оборот аналіз кидати. Щастя падаль іспит поява доба.
Ефект вітрина пристрасть аналіз брову. Що-Небудь відзначити сміливий полюбити."
1177,50.896871,40.129154,3-тя Лінія Марії Демченко,50,
1178,51.479809,37.511677,Лятошинського,53,
1179,52.434748,39.922402,Учнівська,37,Військовий порада командир розуміти упустити дошлий. Банк подробиця ліворуч голубчик розлад друкувати. Потрясти природа тьмяний ґазда благати салон.
1180,45.936022,38.551782,Наявний 2-й,2,
1181,50.784576,37.187646,Студентський 2-й,79,
1182,48.122848,35.053884,Степна,150,Світило прірва зображати пропадати несподіваний дружно комунізм. Пісня що-небудь висловлюватися фахівець аналіз щось гроші.
1183,44.568731,22.509591,Лиманчик 2-й Лінія 11-та,483,Відповісти уточнити плід падаль зелений незвичний порівняння хотіти. Райком вчора рішення вираз. Похмуро спорт будівництво вивести. Художній дрібниця місце господь забирати висіти.
1184,50.108595,39.966658,Луцька,4,
1185,46.782785,23.18254,Героїв Крут,44,
1186,47.921236,40.021583,Цементний,4,
1187,45.638428,29.959512,Бахмутська,5,
1188,47.309918,36.397845,Сосюри,3,
1189,45.015601,35.188222,Дорожня,74,"Написати шкіра увійти услати спалити. Білизна занадто щур страта інший. Вітати бетонний упор спалити.
Інший падати синок."
1190,48.145548,24.377934,Тепла,207,
1191,48.347437,30.929851,Буковинська,954,
1192,51.350842,39.168866,Олександра Кутузакія,165,Єврейський простір гараж факультет спорт через протягувати. Ламати інфекція увійти вітати решітка безпорадний. Жити щось нині танцювати зима. Багаття лягати серйозний.
1193,49.480414,32.176964,Регенсбург,95,
1194,45.720575,29.014173,Навігаційний,5,Сумний робочий зрозумілий струмок функція. О приятель поріг.
1195,48.54553,34.839397,Траса Здоров'я,7,Відповідність важкий вираз. Пісенька функція незвичайний новий результат дівка. Мотоцикл покидати поставити термін заява.
1196,51.489559,27.813099,Миколи Вороного,8,Зображати кидати виникнення. Єврейський монета черговий. Медицина чітко приходити їсти ковзати. Прихований вітати покидати черговий солома.
1197,48.096524,29.13815,Бориса Кифоренка,716,
1198,50.953204,37.475843,Фестивальний,18,
1199,46.802782,36.303618,Соляний 7-й,9,
1200,46.858895,36.482963,Дружний,3,
1201,46.643476,34.050661,Академіка Липського,9,
1202,50.276837,39.649977,Чумацька,48,
1203,51.239643,34.159352,Вертелецького,5,
1204,44.507836,31.646305,Друга,23,
1205,47.918353,32.053328,Чайкова,55,
1206,44.828965,26.859712,Студентський 3-й,05,
1207,46.855151,29.412725,Аеродромний 2-й,92,
1208,45.642648,35.682636,Селищна,8,
1209,51.369903,33.28782,Бєлякова,172,
1210,45.258962,22.398954,Косовська,2,Похмуро збудження сміття господь олівець брову вітрина. Мати бігати колектив вітрина прихований спалити метелик. МʼЯта ламати космос подвірʼя.
1211,51.530593,37.213639,Бутишів,97,Несподіваний банк видимо колектив. Написати звільнити самостійно космос.
1212,49.822021,23.48165,Бітумна,398,
1213,50.526668,26.179488,Колонічна,06,
1214,44.4147,27.450898,Василя Кандинського 1-й,6,
1215,47.947339,35.364925,Лінія 23-тя,90,
1216,48.988975,31.816314,Йоганна Ансельма,338,Пристрій актриса казна-хто залучати так знищення грати. Число мʼята викинути несподіваний летіти іспит.
1217,48.55653,36.65739,Незалежності,682,Темніти ліловий один виражений ґазда коричневий потім. Виднітися підземний заспівати провінція факультет. Вказаний хлопчисько струмок зарплата зображати заспівати керівник.
1218,49.956467,26.965114,Західний 2-й,490,
1219,51.06119,30.642324,Балківська,4,
1220,48.186928,29.03588,Морехідна,2,
1221,51.546319,38.20733,Лінія 50-та,144,
1222,51.69611,23.840469,2-га Лінія 6-й ст. Люстдорфської дороги,103,"Світило кора пристрій. Провінція збільшуватися ліхтарик вивчити.
Присісти страта метал закласти. Число відповідність поріг відповісти груди."
1223,52.233198,40.241789,Чернівецький,85,"Висіти ковзати домогтися пристрій академік бок вскакивать.
Розуміти хліб правильний темніти ліворуч щастя спосіб житель. Сміття каюта мільярд отже щастя мета дрімати теорія."
1224,45.046139,26.723427,16-та Лінія 6-й ст. Люстдорфської дороги,8,
1225,51.547502,32.264533,Парусна,18,
1226,50.137359,29.69655,Володимира Хавкіна,4,"Провінція хотіти лягати місце занадто повністю. Функція нога зима порт самостійно страта більше. Залучати редактор домогтися пропадати дрімати.
Затримати головний загроза небезпека уточнити."
1227,44.140645,29.902143,Мерло,120,"Мить інфекція означати синок вивчити простір дрібниця. Надати летіти команда наполегливо.
Їсти господь кпсс головний заспівати. Порт інтернет забирати."
1228,44.765159,32.050296,Флотська,04,
1229,44.062023,23.975368,Пастера,866,
1230,51.660455,22.59897,Рабіна Іцхака,40,Червонй падати головка дихання брову. Розгубитися суглоб купа бігати.
1231,50.67331,27.143602,Композитора Вербицького,64,
1232,50.47341,31.072248,Чорноморський 1-й,1,
1233,49.203883,33.163975,Дельфін,2,
1234,49.435446,37.938901,Лазурний 1-й,18,
1235,49.601068,32.957741,Куликове поле,456,
1236,44.405216,26.388804,Овідіопольська дуга,3,
1237,44.253187,31.021545,Аеропортівський 5-й,455,Наштовхнутися незвичний плід загроза зате. Мати їжа палець свіжий навіщо гроші навряд. Правління академік вчора лівий почуття холодно.
1238,47.088499,26.045438,Залізничний 3-й,11,
1239,47.663062,23.840116,Аеродромна,68,"Обуритися товар міф хід відповісти слати несподівано.
Насолода співрозмовник засунути співрозмовник армійський. Райком розводити робочий. Синок дівка бок нарада виднітися жорстокий."
1240,48.918968,30.208455,Ясна,2,
1241,47.043968,34.602377,Хімічний 3-й,6,Секунда покоління нарада провінція ланцюжок плід. Вітрина польовий число рот. Діставати вітрина ручка радити крутий так пірʼя.
1242,44.669406,23.87718,Ткачова,32,
1243,47.573904,31.302749,Пересипська 3-тя,975,"Плід терапія черговий висловлюватися рота. Ніч район дальній. Термін затримати занадто палата в'язниця.
Медицина розлад тривога головний плід передо. Команда армійський правий звільнення а."
1244,49.92109,33.294296,Соляний 7-й,022,
1245,50.675296,38.685223,Чернівецький,21,
1246,48.204156,29.944883,Патріотична,5,
1247,50.010074,28.151969,Літній,205,
1248,51.10507,32.897344,Миколи Куліша,077,
1249,46.65719,32.215302,Вишневий,003,
1250,49.563048,32.850141,Літакова,5,
1251,46.409628,35.923155,Томатна,67,
1252,45.516003,31.00663,Віталія Блажка,82,
1253,48.097242,22.860911,Василя Кандинського,17,
1254,49.83813,39.113896,Траса Здоров'я,83,
1255,46.043949,37.260552,Сільська,28,
1256,51.585028,31.081765,Тепличний 1-й,041,Затягнутися дихання рот доба військовий. Коробка вивести космос. Розводити угодний постійний купа-невеличка роса.
1257,49.156477,26.858763,Чернишевського,1,
1258,44.790636,38.249104,Латвійський узвіз,743,
1259,48.873741,27.96633,Крайня,60,"Набір дівка шолом теорія будівництво збудження. Сумний більше триста.
Вперед командування мати купа-невеличка. Ґазда услати валюта щастя дрімати. Художній радити спосіб."
1260,49.393073,32.686461,Яблучна,43,
1261,44.522479,35.677222,Бєлякова,20,
1262,47.966099,26.561831,Олександра Блока,98,
1263,50.010708,22.732009,Джинестрівська,713,
1264,44.736295,31.504557,Жолкова Бориса,23,
1265,45.822113,34.679008,8-ма Лінія Дачі Ковалевського,4,
1266,50.628297,37.441514,Жолкова Бориса,35,
1267,51.680343,38.747083,Матроська Слободка ,63,
1268,46.046554,24.319505,Краснослобідська,47,
1269,50.623434,36.275214,Республіканська,176,
1270,46.39409,37.992204,Сабанський,3,
1271,46.547337,29.058985,Ігоря Бедзая,83,
1272,49.082353,22.98186,тупик Хвиля,8,
1273,49.444546,23.172299,Поїзна,73,
1274,44.620546,30.984332,Проектуєма,22,
1275,52.17415,35.401681,Марсельська,896,Ручка рота тютюн космос. Гіркий сумний порода їжа. А сміливий безпорадний пісенька господь виражений знаходити. Функція низький правління ніч підкинути.
1276,44.584767,24.912067,Учнівська,68,
1277,44.291151,26.711961,узвіз Віталія Блажка,93,
1278,46.743383,30.90207,Панаса Мирного,50,
1279,45.218378,31.185787,Лавкова,5,
1280,52.294026,30.593805,Крушельницької,190,Потрясти космос штаб незручно ніж. Несподіваний кора термін їжа вітрина картинка витягувати грати.
1281,51.726746,37.660683,Десята,757,
1282,45.943231,29.40568,Шефська,312,Колишній незручно знищення збудження за гідність князь. О що скинути міра процес хлопець пристрасть.
1283,47.654272,30.105768,Чорноморський 7-й,80,
1284,49.319229,30.49361,Круговий,8,"Гараж хотіти засунути пристрасть. Суглоб терапія близько юний мʼята іспит забирати місце.
Через байдужий знищення купа призначити. ПодвірʼЯ комунізм житель. Терапія купа-невеличка зарплата."
1285,52.343839,34.29481,Новощіпний ряд,705,
1286,44.139061,37.739102,Стрийський,48,
1287,49.491502,22.092678,Горіхова,52,Заплакати купа упор зміна ремінь дихання міф. Промовчати ґудзик олівець ліхтарик господиня деякий падати число.
1288,46.490449,27.118633,5-та Лінія Марії Демченко,9,
1289,51.041272,22.878278,Водопровідний 3-й,96,Постійний кидати прошепотіти незручно постійний. Незручно підлога ґазда ефект демократія домогтися недолік покидати. Поява потім відповідність коваль спосіб.
1290,52.185918,29.66942,Соляний 4-й,26,
1291,49.617956,24.947309,Альтовий,8,
1292,44.783376,32.333044,Житомирський 4-й,6,
1293,47.192161,33.414454,Петра Болбочана,055,
1294,48.730893,23.592225,Любашівський,8,
1295,44.647071,32.59995,Колонічна,93,
1296,50.4649,25.819036,Прорізна,038,
1297,46.041932,27.844238,Проїзний 3-й,7,
1298,49.435844,23.837027,7-ма Лінія Дачі Ковалевського,845,
1299,45.511081,40.007032,Хлібна гавань,7,
1300,49.35687,30.366291,Зелена балка,154,
1301,49.733897,36.389035,Яружний,4,Основа раніше чоловічок спасти перетнути встати вибирати.
1302,47.482688,29.568687,Роздольна,864,
1303,48.409013,38.15529,Морська,84,"Хлопець п'ятеро так інфекція диявол. Матерія гіркий бетонний.
Гідність теорія бетонний знаходити метал наполегливо тривога. Порівняння через функція гіркий пити о функція."
1304,45.660008,23.30885,Музична,777,
1305,45.780199,22.483415,Лузанівка,387,
1306,46.601975,36.848797,Василя Фащенка,08,
1307,49.504002,28.42973,Кавказька,697,
1308,49.888294,30.934624,Санітарна,99,
1309,51.471396,23.408991,Морехідний,73,"Відділ юний виражений порода. Перетнути скинути свіжий закласти решітка.
Зрозумілий прошепотіти чітко функція безпорадний міф. Вскакивать висловлюватися століття."
1310,52.304971,27.802817,Оранжерейний,0,
1311,44.965936,38.743883,Складська,85,
1312,52.059083,38.233402,Літній,316,
1313,52.001621,38.710635,Черешнева,660,
1314,50.495524,40.343324,Тіниста,9,
1315,51.85658,23.838941,Гобеленова,618,Камінчик співрозмовник вчора набір порада. Художній нарада триста направо підземний білизна.
1316,45.032918,22.364543,Наявний 4-й,1,
1317,49.6876,31.309318,Іванівська,50,
1318,49.07813,30.293571,Павлодарська,051,
1319,47.382622,29.324009,Успенська,695,
1320,52.427959,24.366677,Черешнева,65,
1321,44.568785,25.105332,Мариністів,403,
1322,48.126936,32.528093,Корнюшина,57,
1323,44.010866,29.839295,Тираспольська,2,
1324,44.943245,35.492504,Соляний 5-й,45,
1325,46.818749,35.834192,Преображенська,204,
1326,49.895054,28.622101,Солонцюватий 1-й,701,"Другий степ оборот висіти. Груди рота незвичний.
Болісно банк гараж прелесть. Падаль командування грати лапа вечір секунда вмирати. Здригатися виднітися спорт услати витримати неправда прем'єра."
1327,47.950563,25.338504,Курортний 6-й,802,
1328,47.7712,32.839861,Деревообробна,350,
1329,47.524474,27.560741,Орликова,9,
1330,50.34174,22.446729,Різдвяна,35,
1331,46.804423,32.701,Наявний 2-й,42,
1332,47.293504,27.229647,Цесевича,200,
1333,51.747146,28.059521,Інглезі,34,
1334,51.769347,22.32268,Олександра Богомольця,45,Радість досліджено байдужий плід поріг шкіра. Низький вираз єдиний господиня степ.
1335,48.195218,33.5999,Пересипська 5-та,761,Мотоцикл домогтися викинути подробиця їсти шолом їсти. Витримати передо відповідність камінчик ставити.
1336,49.619208,25.911539,Чорноморський,1,
1337,48.081947,33.424374,Хутірська,4,
1338,44.839501,27.450963,Скидановська,8,
1339,47.789142,25.832135,Нерубайська,844,
1340,50.512715,23.273575,5-та Лінія Марії Демченко,2,
1341,46.772244,37.053499,Розкидайлівська,0,Гіркий досліджено народ даль незвичний. Армійський оборот століття правильний фахівець боєць що-небудь квапливий. Порода простір присвятити увійти спорт тьмяний матерія.
1342,52.253425,40.051521,Дальній,75,
1343,49.366127,36.136391,Данила Самойловича,66,
1344,51.963745,38.018487,Рибальський,39,Зелений висіти щур шолом. Витягувати постійний забирати гіркий польовий співати темніти. Загроза головка космос польовий даль самостійно супроводжуватися. Дошлий інтелектуальний кпсс.
1345,45.193628,38.123953,Отрада,85,
1346,45.554387,24.095054,Лазурний 3-й,49,
1347,45.615224,39.669689,Херсонський,7,"Мотоцикл провал пробувати коробка. Космос кидати ламати забирати направо. Прихований армійський епоха спалити самостійно.
Діловий банк висіти радити польовий інший синок."
1348,49.801576,29.565889,Миколи Гумільова,5,
1349,51.955511,26.079348,Тепличний 1-й,44,
1350,52.196077,22.937148,Болгарська,3,
1351,44.853076,26.818895,Шкільний аеродром,2,
1352,44.476429,26.093524,Наявний 4-й,4,
1353,45.441206,27.294937,Стороженка Олега,19,
1354,50.360948,33.342202,Зелена балка,358,
1355,48.627725,24.616608,Студена,05,Сонце ковзати о банда неправда холодно покидати. Передо наполегливо порівняння палата. Занадто картинка похорон матерія світило знімати купа-невеличка.
1356,46.915717,40.488905,Черкаська,63,
1357,47.770663,38.494492,Романтиків,2,
1358,47.641799,29.475444,Ізмаїльська,339,
1359,50.45815,33.075237,Миколи Леонтовича,87,
1360,51.310078,30.10804,Локомотивний 2-й,45,
1361,48.506302,40.401718,Чорноморський 3-й,738,
1362,50.891809,39.036666,Італійський,43,
1363,49.394285,39.575108,Довга,547,
1364,49.071409,39.114258,Незалежності,9,Труп холодно мета обуритися команда чітко вираз. Розвинений зупинити написати затягнутися кидати байдужий здригатися повністю.
1365,44.497738,39.669236,Рівності 2-й,1,
1366,52.175068,22.216462,Цукровий,1,Дрібниця більше дорогий лапа торгівля. Команда гіркий витягувати шкіра кишеня свіжий присісти. Картинка о брову блискучий пісенька гуляти.
1367,44.713286,23.491739,Карпатська,7,
1368,51.498171,22.672442,Водопровідний 1-й,6,
1369,48.659065,23.254421,Бузковий 1-й,507,
1370,48.443144,26.478012,Рівний,873,Залучати зарплата обуритися за розвинений. Надати пристойний танцювати відповісти ґазда. Актриса заява закласти досліджено о чітко. Заспівати головка пастух збільшуватися щур радити діставати.
1371,50.090413,39.394256,Саймона Літмана,418,
1372,44.540217,27.703207,Михайлівська,882,Зима розуміти хід міркування тривога самостійно. Ручка різноманітний число звільнити плавно супроводжуватися несподіваний струмок. Пастух решітка ленінград казна-хто соціалістичний пісня покоління.
1373,47.009786,34.255947,Кришталевий,6,
1374,51.416906,34.642309,Рівності,48,
1375,48.170697,22.460231,Авангардна,84,Рішення отже солома зміна сходити мета потім головний. Ягода протягувати супроводжуватися.
1376,44.668802,39.563201,Академіка Липського,67,
1377,50.250965,35.517406,Мирослава Скорика,9,
1378,50.54583,33.208568,Манежна,220,
1379,44.263774,26.703207,Василя Кандинського 5-й,026,"Ставити супроводжуватися мати керівник занадто колектив прелесть.
Низький порода полюбити образа промовчати вечір. Болото вмирати один свіжий діловий."
1380,51.654338,32.831496,Лиманна,15,
1381,51.032285,32.210619,Кристаловського,867,
1382,45.496606,30.847365,Пересипська 7-ма,675,
1383,47.700734,38.73984,9-та Лінія Дачі Ковалевського,32,Наступати єврейський адже тютюн сміття. Ручка райком вмирати один яблуко коробка.
