id,employee_id,event_id,vehicle_id,arrived_at
1268,665,2013,4790,2025-01-03 05:06:13.932742
1269,8136,5015,5580,2025-01-04 01:51:00.771357
1270,1110,1901,8490,2025-01-01 05:23:43.400435
1271,6521,7644,531,2025-01-05 01:00:45.437635
1272,6784,8975,3906,2025-01-02 16:18:20.642832
1273,2700,382,6263,2025-01-04 20:10:38.091151
1274,3322,4456,2094,2025-01-03 11:09:36.132579
1275,6632,9484,7512,2025-01-09 07:23:03.769848
1276,2968,4065,1194,2025-01-07 19:33:39.727716
1277,7168,9721,5428,2025-01-06 01:22:00.036654
1278,253,5674,5911,2025-01-01 20:44:57.432992
1279,8166,3358,3151,2025-01-06 10:13:36.633169
1280,7068,248,9305,2025-01-08 07:40:55.241918
1281,8876,7546,3698,2025-01-06 22:46:26.379213
1282,9961,1393,1188,2025-01-03 10:12:27.547893
1283,2052,7417,7295,2025-01-02 09:36:12.196746
1284,9744,897,9783,2025-01-07 05:21:19.052255
1285,6234,5693,6061,2025-01-04 22:24:18.150017
1286,1693,1645,5697,2025-01-06 06:19:50.445031
1287,1495,6017,7079,2025-01-08 09:18:47.507977
1288,9145,6064,4031,2025-01-06 11:44:07.691693
1289,6699,3496,2239,2025-01-04 04:18:37.374589
1290,3855,4411,5461,2025-01-01 23:05:06.568681
1291,559,8760,5531,2025-01-09 11:12:52.835954
1292,1597,8248,2335,2025-01-07 02:00:22.973178
1293,6985,3989,2668,2025-01-04 18:18:27.216313
1294,5443,6110,4218,2025-01-06 01:20:35.493907
1295,4622,2431,2354,2025-01-08 18:19:25.097210
1296,5056,9813,5467,2025-01-08 10:54:24.725743
1297,2117,2599,9300,2025-01-07 23:54:13.321127
1298,5212,5179,8427,2025-01-01 18:07:45.116940
1299,8081,1768,3067,2025-01-03 07:42:19.612547
1300,6227,6544,7753,2025-01-05 13:53:32.466735
1301,7125,2078,1154,2025-01-03 23:46:46.018154
1302,8949,4864,2163,2025-01-03 20:58:13.910971
1303,7191,4833,8751,2025-01-08 03:17:23.054601
1304,8430,8782,9452,2025-01-02 09:09:04.972116
1305,1780,8521,1708,2025-01-07 01:53:47.513172
1306,996,9893,3023,2025-01-08 12:41:10.961579
1307,6668,5381,5902,2025-01-06 04:59:24.807144
1308,5447,1467,9646,2025-01-09 04:55:10.516622
1309,7443,4127,2542,2025-01-06 17:04:31.957251
1310,2620,2152,6314,2025-01-05 13:49:36.862168
1311,753,1561,784,2025-01-09 10:58:09.714310
1312,5617,3879,5624,2025-01-03 01:27:12.958713
1313,1136,3033,4313,2025-01-09 03:42:01.308817
1314,8997,8143,5120,2025-01-04 04:35:27.301825
1315,1435,6651,1784,2025-01-03 05:38:54.407682
1316,6854,2025,5802,2025-01-02 05:38:11.118561
1317,1037,7227,8902,2025-01-03 05:55:20.610869
1318,8008,8263,4986,2025-01-06 08:59:58.158480
1319,1620,653,5732,2025-01-08 10:32:13.066872
1320,306,7347,7591,2025-01-01 03:48:52.048090
1321,2700,1615,3889,2025-01-02 13:17:15.404894
1322,4978,7106,1251,2025-01-06 19:57:07.638805
1323,1633,7938,1794,2025-01-04 05:33:02.045469
1324,5222,851,4675,2025-01-06 02:28:18.289399
1325,4845,5149,1325,2025-01-01 20:34:23.102010
1326,5378,2166,4535,2025-01-01 09:17:53.009539
1327,7029,1227,1467,2025-01-07 00:30:32.762240
1328,3666,7993,4503,2025-01-05 19:39:07.032015
1329,7472,2427,3332,2025-01-08 14:34:16.628064
1330,3629,593,9056,2025-01-05 21:46:26.403675
1331,2012,6345,3483,2025-01-06 00:47:24.899302
1332,8482,4287,484,2025-01-05 04:11:07.787292
1333,3812,7885,7441,2025-01-06 10:23:49.461437
1334,1170,6283,6861,2025-01-08 03:08:27.860529
1335,8327,1285,5732,2025-01-08 22:00:57.807446
1336,9686,3437,4493,2025-01-06 14:37:02.339674
1337,5311,7775,5708,2025-01-01 00:40:05.948487
1338,4238,6333,8223,2025-01-01 04:28:54.887871
1339,8945,9005,911,2025-01-02 21:09:57.598398
1340,1839,1932,7206,2025-01-08 22:52:51.706988
1341,6382,8978,3016,2025-01-08 12:29:00.213619
1342,3763,4945,960,2025-01-03 04:29:00.189600
1343,7131,7977,7762,2025-01-06 16:21:42.155204
1344,6667,5055,9395,2025-01-05 22:41:59.262203
1345,4984,8360,6499,2025-01-02 17:18:21.357646
1346,7061,9557,3920,2025-01-07 18:55:46.225148
1347,2486,3614,5610,2025-01-02 22:55:34.885361
1348,2496,8020,8280,2025-01-04 08:25:36.829349
1349,2842,4572,2820,2025-01-03 02:47:30.567165
1350,3017,2879,1960,2025-01-03 00:07:43.524992
1351,9946,3033,4655,2025-01-08 13:08:49.179868
1352,8399,9677,6841,2025-01-06 22:00:42.865198
1353,3440,9235,1663,2025-01-01 08:03:31.672457
1354,7834,3748,9292,2025-01-09 07:28:42.692916
1355,983,5024,2539,2025-01-08 20:30:10.747761
1356,3683,1295,1400,2025-01-03 11:18:02.024486
1357,4439,5394,2437,2025-01-05 04:59:26.088850
1358,2538,2206,5038,2025-01-06 15:29:02.147006
1359,5117,6677,8400,2025-01-03 15:52:20.216315
1360,9052,4110,9241,2025-01-04 08:47:59.062098
1361,1127,3368,5765,2025-01-02 09:11:38.946012
1362,7499,3384,8581,2025-01-05 15:22:21.902649
1363,3092,7195,332,2025-01-06 21:35:47.261071
1364,9842,4489,1126,2025-01-06 18:31:21.707491
1365,4602,22,5667,2025-01-08 18:08:55.221148
1366,1635,9709,1026,2025-01-04 18:26:13.054744
1367,9359,4217,9184,2025-01-05 19:15:08.137073
1368,2127,2300,1952,2025-01-03 08:39:01.918066
1369,7061,3549,6159,2025-01-08 06:02:56.557010
1370,7781,8521,9002,2025-01-04 13:43:58.195389
1371,4112,6911,6644,2025-01-05 15:17:05.784983
1372,8807,5292,7449,2025-01-05 08:40:33.771836
1373,5486,5716,7092,2025-01-07 11:29:46.428494
1374,6529,3555,6379,2025-01-02 15:42:21.491481
1375,7368,4463,6945,2025-01-06 05:07:23.039377
1376,4769,8055,6261,2025-01-08 23:18:30.248846
1377,1794,9808,1922,2025-01-05 18:27:24.455104
1378,4757,6920,9579,2025-01-07 06:18:19.049603
1379,6217,7030,8472,2025-01-02 19:40:24.631905
1380,1089,4666,3310,2025-01-08 21:55:18.055562
1381,1552,2787,5903,2025-01-08 00:24:25.045243
1382,83,2930,9541,2025-01-05 11:01:57.013275
1383,8252,3809,7374,2025-01-06 15:48:21.902083
1384,7108,4915,6452,2025-01-02 07:28:50.479008
1385,2535,551,5377,2025-01-01 02:10:22.405762
1386,2229,4053,8030,2025-01-01 11:07:08.873519
1387,9585,1050,1329,2025-01-08 12:53:54.211544
1388,1392,3571,3430,2025-01-07 17:59:05.123362
1389,8123,5777,7354,2025-01-08 12:39:36.624654
1390,5441,6190,337,2025-01-08 19:40:49.361845
1391,7498,8785,9245,2025-01-08 09:17:11.288246
1392,1403,3714,6648,2025-01-01 05:43:11.616991
1393,1501,3383,68,2025-01-07 01:33:29.807298
1394,5004,8117,2915,2025-01-04 04:27:38.058528
1395,7197,1594,3906,2025-01-05 20:46:44.453508
1396,2444,4417,1355,2025-01-01 19:51:01.249987
1397,4257,7156,9730,2025-01-07 17:02:18.988555
1398,9168,8427,1658,2025-01-03 07:33:15.666013
1399,6541,1801,9203,2025-01-07 11:45:42.810192
1400,3931,6013,4299,2025-01-09 06:19:39.582440
1401,2993,7736,8268,2025-01-02 19:08:13.501180
1402,3327,9671,3445,2025-01-01 01:13:34.323198
1403,670,2728,8789,2025-01-07 14:33:47.861254
1404,8166,4425,6406,2025-01-01 19:43:26.584242
1405,4031,1891,8327,2025-01-08 03:32:53.523350
1406,6615,969,6632,2025-01-04 16:16:47.050395
1407,6309,1061,1018,2025-01-01 12:59:24.021952
1408,4340,5667,7257,2025-01-08 09:54:27.994158
1409,6311,944,1304,2025-01-08 07:15:56.767613
1410,5959,7824,1332,2025-01-06 03:49:47.120619
1411,8514,7947,7224,2025-01-02 23:32:41.724598
1412,6662,1727,2302,2025-01-08 23:09:47.117538
1413,2047,2496,8885,2025-01-03 03:19:06.030606
1414,6826,9792,586,2025-01-03 22:14:23.624342
1415,6214,4593,4129,2025-01-06 15:49:02.089375
1416,9422,2170,2867,2025-01-05 18:17:59.470670
1417,7580,1208,9893,2025-01-01 11:22:26.621031
1418,9549,3848,811,2025-01-03 23:38:49.006546
1419,2396,7554,4457,2025-01-01 10:24:07.560118
1420,6875,8346,9267,2025-01-07 16:31:13.361049
1421,286,1420,4635,2025-01-07 08:01:20.449300
1422,3919,9867,1634,2025-01-08 04:55:15.327734
1423,901,4187,1653,2025-01-07 21:27:14.535833
1424,5765,9826,2745,2025-01-01 22:27:31.075881
1425,5362,2680,8679,2025-01-04 10:04:48.466795
1426,9221,4448,5252,2025-01-02 09:37:43.476956
1427,3198,1418,2081,2025-01-04 20:40:58.201814
1428,1082,3395,1738,2025-01-06 00:40:20.265349
1429,749,5135,9577,2025-01-05 12:30:20.972885
1430,1927,8424,1061,2025-01-09 05:38:23.306865
1431,4351,8381,1599,2025-01-02 23:15:50.041144
1432,5579,5350,8838,2025-01-06 08:37:13.151725
1433,1351,7148,9702,2025-01-04 03:00:26.285127
1434,8116,3358,3578,2025-01-02 19:10:00.311960
1435,6547,1145,2728,2025-01-07 14:06:16.486408
1436,7288,1228,3476,2025-01-07 00:12:36.367789
1437,3494,7642,390,2025-01-05 15:02:11.932379
1438,4979,4318,9522,2025-01-06 03:31:32.609148
1439,5346,6127,2695,2025-01-03 01:35:53.008623
1440,5899,2441,5360,2025-01-02 05:39:30.368313
1441,4894,3940,5359,2025-01-05 11:00:43.983035
1442,6723,6762,8953,2025-01-05 09:03:33.705752
1443,5134,6901,3816,2025-01-06 05:28:38.037690
1444,5091,5609,9319,2025-01-06 17:16:17.533640
1445,789,6567,8862,2025-01-01 15:37:21.471399
1446,2662,591,3693,2025-01-08 19:41:46.052836
1447,2768,4898,9330,2025-01-08 02:31:11.241101
1448,6281,3528,4879,2025-01-08 21:17:27.838710
1449,8368,736,5171,2025-01-06 23:12:55.595136
1450,3366,7939,5276,2025-01-08 13:56:19.613397
1451,1638,8647,462,2025-01-05 11:03:19.916884
1452,1074,7426,2284,2025-01-07 17:28:24.384306
1453,8350,871,7274,2025-01-04 19:24:09.065602
1454,3259,3860,1481,2025-01-04 19:10:38.964105
1455,7040,4378,5249,2025-01-02 00:12:14.276249
1456,1012,5779,984,2025-01-06 02:30:33.863295
1457,6368,5132,9021,2025-01-04 12:48:53.331099
1458,2157,1784,271,2025-01-06 22:48:15.346431
1459,6988,539,5112,2025-01-03 03:37:59.670923
1460,754,5886,535,2025-01-02 22:16:27.690869
1461,518,829,3133,2025-01-03 16:29:55.135164
1462,8189,1495,4648,2025-01-02 17:13:46.360477
1463,3991,9873,1460,2025-01-09 04:15:24.534995
1464,3969,3548,4418,2025-01-03 20:38:52.534700
1465,8595,996,6375,2025-01-01 22:39:03.531308
1466,4656,4298,5672,2025-01-06 19:07:37.913321
1467,7201,2560,5804,2025-01-08 12:51:14.237188
1468,10,3766,111,2025-01-01 06:26:09.715095
1469,723,7919,8444,2025-01-06 07:57:32.453654
1470,8331,6643,4577,2025-01-01 18:20:01.815080
1471,9244,3546,635,2025-01-02 10:59:00.382300
1472,9390,8257,2065,2025-01-07 16:01:25.043011
1473,5117,4560,2999,2025-01-01 07:51:11.507511
1474,8123,2431,7555,2025-01-08 18:48:02.245394
1475,9711,7269,1046,2025-01-04 12:38:48.097873
1476,406,9376,1339,2025-01-04 06:43:44.181284
1477,5573,8296,2093,2025-01-01 22:38:37.611722
1478,1720,5048,6214,2025-01-06 04:34:38.046227
1479,5487,8298,718,2025-01-08 00:46:34.379450
1480,9069,3085,8106,2025-01-03 06:57:02.863242
1481,390,1676,4127,2025-01-08 10:27:04.479588
1482,4029,952,1732,2025-01-05 15:08:05.686217
1483,9828,4749,4705,2025-01-05 16:26:12.463613
1484,2357,7195,7947,2025-01-06 00:15:22.180343
1485,4131,2082,6316,2025-01-05 19:20:07.573933
1486,6553,7734,6305,2025-01-04 23:11:57.072188
1487,998,7680,6072,2025-01-04 14:10:42.915881
1488,3325,9164,8996,2025-01-08 16:15:02.673339
1489,2281,6783,4498,2025-01-08 16:56:53.191213
1490,2644,3445,5453,2025-01-01 16:35:23.920220
1491,7302,814,713,2025-01-07 12:31:56.319017
1492,2484,3563,5666,2025-01-08 05:57:00.903335
1493,1114,3298,1662,2025-01-02 08:15:15.597075
1494,6512,3961,9080,2025-01-04 23:07:21.211145
1495,5485,6586,6650,2025-01-02 09:51:52.346765
1496,3378,306,4337,2025-01-07 19:37:51.556410
1497,4417,6800,8343,2025-01-02 20:17:22.760044
1498,3846,8172,2661,2025-01-05 22:36:36.997893
1499,2965,1223,4772,2025-01-03 12:04:21.972729
1500,1031,4139,4549,2025-01-04 01:18:03.252381
1501,7407,8786,6508,2025-01-04 11:47:06.277856
1502,9537,16,7565,2025-01-02 22:52:25.149143
1503,9228,4490,333,2025-01-07 00:19:59.117110
1504,43,6465,5078,2025-01-01 01:13:55.145057
1505,4058,520,614,2025-01-07 03:38:56.946437
1506,9879,7764,3740,2025-01-09 06:25:32.935626
1507,7270,3758,4294,2025-01-08 02:35:04.663130
1508,9791,3677,3421,2025-01-06 22:27:53.265043
1509,6896,2582,7808,2025-01-01 15:52:06.788303
1510,5191,1436,7913,2025-01-09 06:37:02.570211
1511,2439,5156,5917,2025-01-04 16:57:11.601913
1512,529,1944,1840,2025-01-07 14:26:48.794509
1513,8390,4758,8036,2025-01-08 21:21:48.609804
1514,3495,5136,5783,2025-01-06 16:40:07.078532
1515,1455,8938,6099,2025-01-09 01:40:34.052017
1516,7090,396,4974,2025-01-06 21:34:20.029210
1517,6136,8272,1287,2025-01-04 15:12:04.778522
1518,4476,8846,8438,2025-01-02 06:35:53.136399
1519,273,2754,2537,2025-01-05 13:07:35.287056
1520,772,6703,1163,2025-01-01 15:07:33.301772
1521,565,2771,19,2025-01-04 22:50:58.798120
1522,2681,3414,182,2025-01-05 22:18:23.339039
1523,1516,5209,311,2025-01-08 10:16:34.354755
1524,4782,8934,4283,2025-01-06 18:17:05.423470
1525,6193,200,9597,2025-01-01 15:32:11.239721
1526,8365,726,4948,2025-01-05 10:20:31.543108
1527,3958,818,484,2025-01-01 18:03:32.554461
1528,3675,8006,8670,2025-01-03 01:02:45.870058
1529,7407,2021,4898,2025-01-07 07:42:32.088507
1530,6564,5227,9939,2025-01-04 05:46:59.230170
1531,1249,5987,710,2025-01-01 08:23:41.708859
1532,8226,1493,7603,2025-01-05 03:56:02.007615
1533,9144,4254,6966,2025-01-02 15:33:43.502809
1534,4102,6156,539,2025-01-07 01:31:54.280370
1535,5013,738,3644,2025-01-07 23:39:45.917327
1536,9373,9778,3503,2025-01-09 01:00:07.623734
1537,3963,5579,1871,2025-01-04 18:44:42.707970
1538,3898,6436,9941,2025-01-09 07:55:53.494923
1539,1738,5676,8924,2025-01-06 21:32:59.498156
1540,284,6001,5741,2025-01-08 17:33:01.510720
1541,6336,3013,2234,2025-01-07 06:24:20.469452
1542,7758,863,5984,2025-01-01 10:05:11.003135
1543,9347,996,221,2025-01-07 14:40:19.753081
1544,987,4367,5588,2025-01-02 15:58:26.750468
1545,3042,8248,7760,2025-01-05 05:18:13.192312
1546,2777,8971,9198,2025-01-04 14:52:15.335707
1547,542,1146,248,2025-01-07 13:06:16.233014
1548,8266,4172,5204,2025-01-05 22:26:44.074686
1549,9293,407,2765,2025-01-05 03:33:54.626483
1550,5662,6477,7586,2025-01-08 17:09:46.492036
1551,5852,3763,4614,2025-01-05 21:34:45.032871
1552,2006,9107,5483,2025-01-02 23:58:10.675507
1553,371,8610,1081,2025-01-08 07:18:15.522139
1554,662,1309,4681,2025-01-07 09:18:48.053721
1555,6263,665,3174,2025-01-06 01:41:18.371226
1556,5127,1466,9031,2025-01-07 00:29:04.990524
1557,5024,4253,8113,2025-01-08 06:18:31.988471
1558,4686,8326,2263,2025-01-03 22:20:40.537819
1559,7214,3181,4216,2025-01-04 06:39:25.952752
1560,8144,1457,116,2025-01-02 08:26:04.261711
1561,5603,2485,7285,2025-01-07 07:23:38.978944
1562,4457,1091,394,2025-01-05 09:51:12.506897
1563,892,2338,7189,2025-01-07 09:35:11.722662
1564,9596,9036,5815,2025-01-04 09:45:56.955776
1565,7759,2995,2618,2025-01-03 02:10:45.869717
1566,9534,4487,2696,2025-01-03 20:42:08.969299
1567,3392,6243,7087,2025-01-07 04:49:21.467691
1568,1520,7004,5511,2025-01-04 07:51:24.321692
1569,3215,1127,1294,2025-01-06 20:04:57.412409
1570,7093,924,3114,2025-01-02 09:34:30.265322
1571,898,6932,4945,2025-01-03 23:11:25.083381
1572,3168,3710,1150,2025-01-05 17:15:15.509402
1573,597,2023,2971,2025-01-09 03:53:27.976046
1574,7796,3352,1683,2025-01-06 21:38:14.170797
1575,3833,5683,6507,2025-01-03 00:40:08.307922
1576,6438,2974,7666,2025-01-02 20:32:03.477028
1577,9787,2179,8268,2025-01-04 18:41:50.333409
1578,6164,6701,3425,2025-01-02 12:15:18.403352
1579,6481,6858,5163,2025-01-01 08:05:35.472931
1580,3837,4159,9896,2025-01-01 07:49:49.423462
1581,2060,9659,9294,2025-01-05 04:06:03.203699
1582,1873,6775,3577,2025-01-02 04:40:51.379843
1583,3725,7327,3402,2025-01-03 00:33:05.823603
1584,176,2251,3990,2025-01-04 22:56:05.887751
1585,3070,5504,5262,2025-01-06 23:18:36.818207
1586,4844,1965,2677,2025-01-05 02:20:38.432795
1587,6875,9412,9176,2025-01-08 15:58:55.803780
1588,7307,9346,1883,2025-01-06 18:02:47.240518
1589,1644,1899,9720,2025-01-03 09:27:48.153901
1590,8804,9881,9902,2025-01-07 01:42:03.895188
1591,7155,8407,1935,2025-01-08 14:35:28.733997
1592,1081,4656,3446,2025-01-09 01:43:22.633982
1593,8447,4270,8249,2025-01-09 07:19:57.467152
1594,6121,2681,3655,2025-01-07 11:06:53.687865
1595,4810,2524,2761,2025-01-03 13:56:12.614239
1596,9066,4460,659,2025-01-08 19:23:50.508409
1597,3607,6944,165,2025-01-03 13:50:37.230599
1598,2519,9861,810,2025-01-04 23:05:15.264613
1599,9208,8243,9747,2025-01-02 17:36:15.068842
1600,9573,4983,2299,2025-01-04 08:23:52.008628
1601,9744,6141,8074,2025-01-04 14:39:52.093202
1602,5483,1230,6301,2025-01-02 20:43:46.767821
1603,7992,978,2931,2025-01-03 10:37:12.633282
1604,6361,4579,4821,2025-01-07 23:47:28.723820
1605,2430,4452,7497,2025-01-02 05:55:47.773849
1606,3777,581,9062,2025-01-05 17:54:22.196653
1607,9109,6632,9096,2025-01-01 11:50:50.829734
1608,2207,225,9446,2025-01-03 14:35:42.336360
1609,4117,667,6693,2025-01-07 17:17:55.312427
1610,1361,195,7498,2025-01-08 10:54:49.524746
1611,1185,996,9080,2025-01-08 20:24:20.820172
1612,9121,7450,8519,2025-01-05 06:15:11.000258
1613,4348,3003,8848,2025-01-03 12:33:38.767839
1614,7010,3627,3628,2025-01-08 19:13:51.476229
1615,630,3415,3902,2025-01-05 14:39:26.491103
1616,205,4172,5507,2025-01-07 00:25:59.181365
1617,4119,4003,879,2025-01-05 06:24:56.435410
1618,8892,3574,6698,2025-01-07 03:02:46.661438
1619,9029,4766,2487,2025-01-08 12:37:01.025063
1620,3173,2967,1451,2025-01-05 08:39:24.981099
1621,327,357,6894,2025-01-02 02:03:36.358260
1622,4322,7903,6679,2025-01-02 10:43:52.725074
1623,3063,3835,6065,2025-01-07 11:06:37.935412
1624,2226,6672,9130,2025-01-04 05:11:15.329967
1625,9719,7085,1177,2025-01-05 05:55:04.269232
1626,647,829,405,2025-01-07 13:54:21.110941
1627,767,5804,5398,2025-01-08 22:35:33.340768
1628,3854,5019,5403,2025-01-04 07:08:07.158148
1629,3583,6740,9056,2025-01-05 14:05:22.840222
1630,1220,7492,4984,2025-01-08 13:14:47.196671
1631,4346,3035,8172,2025-01-05 08:13:53.942430
1632,4701,6150,3435,2025-01-03 10:48:06.289434
1633,8757,9704,8414,2025-01-09 01:40:20.294382
1634,315,8676,659,2025-01-06 06:58:38.323022
1635,3931,5976,1130,2025-01-04 09:40:47.085055
1636,810,644,6321,2025-01-02 06:34:12.105547
1637,5712,1894,6380,2025-01-05 03:05:27.548545
1638,8589,5256,8082,2025-01-08 22:47:13.030917
1639,144,478,8559,2025-01-05 12:02:53.625621
1640,2123,8805,8405,2025-01-07 17:16:57.745516
1641,6435,8412,2419,2025-01-01 09:38:37.603334
1642,6568,9698,7042,2025-01-05 12:36:04.368152
1643,7737,1605,7942,2025-01-04 22:16:13.679466
1644,4801,4357,6468,2025-01-02 00:25:25.689089
1645,6813,8730,9964,2025-01-07 09:11:12.450370
1646,4139,8974,3318,2025-01-09 07:21:25.565052
1647,5913,7162,6793,2025-01-04 21:48:33.369949
1648,2603,3418,433,2025-01-08 22:44:46.855712
1649,7433,6508,2733,2025-01-03 19:47:47.235390
1650,2036,2208,7891,2025-01-03 00:11:23.968305
1651,4404,6517,1380,2025-01-04 11:58:58.199535
1652,2109,2720,5364,2025-01-07 10:31:13.292673
1653,807,627,3206,2025-01-02 22:49:09.019892
1654,275,9667,2805,2025-01-06 04:20:42.163561
1655,7087,7852,6737,2025-01-08 22:50:13.418933
1656,7877,9862,6144,2025-01-02 21:00:48.651353
1657,9395,3838,43,2025-01-01 01:10:09.115914
1658,6687,2934,6895,2025-01-05 04:53:42.761347
1659,6642,7576,5982,2025-01-03 17:15:51.878394
1660,8850,831,3230,2025-01-02 23:50:47.579809
1661,8604,9956,4774,2025-01-02 21:32:55.660926
1662,9137,2331,4772,2025-01-07 17:38:18.808003
1663,5478,7959,9359,2025-01-05 17:13:19.172753
1664,7304,4706,4583,2025-01-03 10:51:49.931987
1665,2314,6953,2298,2025-01-06 05:36:13.103623
1666,3105,2326,6914,2025-01-03 19:26:23.902889
1667,7103,5542,5598,2025-01-05 20:48:19.742335
1668,8675,7542,2357,2025-01-08 16:56:51.864169
1669,1834,9318,8808,2025-01-01 12:11:59.532287
1670,2171,5711,1358,2025-01-08 13:11:53.860974
1671,939,676,5620,2025-01-02 15:47:42.294863
1672,7345,1856,458,2025-01-06 18:00:37.854940
1673,4091,49,4881,2025-01-02 15:22:56.370953
1674,846,1325,4823,2025-01-01 10:07:21.748914
1675,9424,5882,1921,2025-01-07 00:35:45.158703
1676,5132,3688,6941,2025-01-07 01:53:00.080257
1677,9184,4682,2365,2025-01-01 02:50:12.421406
1678,821,3055,3243,2025-01-04 22:25:55.145563
1679,9076,4168,1717,2025-01-05 20:40:48.703205
1680,4656,6628,6571,2025-01-08 16:26:53.640944
1681,2578,4338,4842,2025-01-05 17:27:09.314234
1682,2133,6387,575,2025-01-06 14:06:26.550797
1683,6804,9795,7245,2025-01-01 21:34:15.899297
1684,8906,5301,7499,2025-01-07 06:12:34.214545
1685,4945,2796,9803,2025-01-06 03:38:31.384331
1686,39,2895,8529,2025-01-03 15:08:16.317942
1687,1593,1299,7767,2025-01-08 22:02:09.370362
1688,2630,7553,4865,2025-01-01 13:42:21.911033
1689,6720,8079,6574,2025-01-04 17:36:44.778229
1690,3983,214,2637,2025-01-04 11:59:45.280533
1691,7085,7370,8559,2025-01-02 14:11:15.552377
1692,1323,7337,9484,2025-01-02 03:16:39.757466
1693,7748,5961,548,2025-01-06 11:16:32.730785
1694,6603,4319,6094,2025-01-07 16:42:22.433951
1695,5935,618,5033,2025-01-01 07:10:16.946252
1696,4895,3722,1570,2025-01-08 05:13:22.169228
1697,9005,9250,8613,2025-01-08 03:58:59.641396
1698,5835,498,955,2025-01-05 13:14:36.762159
1699,2996,2020,7953,2025-01-05 14:15:05.747960
1700,3554,5651,9092,2025-01-08 07:47:44.654179
1701,6561,6852,967,2025-01-06 16:57:46.223367
1702,708,5608,3136,2025-01-07 11:06:27.075643
1703,8627,1094,2844,2025-01-04 10:18:47.822305
1704,9609,9784,7976,2025-01-04 09:55:12.084488
1705,6516,2814,8101,2025-01-05 23:28:20.867853
1706,9548,2931,5760,2025-01-09 05:07:21.474302
1707,94,103,2394,2025-01-07 03:29:14.244444
1708,3935,9206,8136,2025-01-03 20:49:50.504057
1709,3366,3224,3334,2025-01-06 14:57:58.368928
1710,5172,3676,3823,2025-01-05 04:44:08.093893
1711,8087,2741,3003,2025-01-02 12:28:50.446141
1712,2061,4667,839,2025-01-04 13:40:14.873593
1713,9453,1146,2739,2025-01-04 08:10:30.293653
1714,2282,9812,5726,2025-01-08 03:05:27.933529
1715,8878,2252,4210,2025-01-06 18:48:29.728300
1716,1471,1149,5096,2025-01-03 15:01:56.072061
1717,7566,9492,3117,2025-01-06 11:08:02.510906
1718,7065,7808,3911,2025-01-04 14:53:54.867793
1719,5510,9868,8799,2025-01-02 22:40:42.865843
1720,8269,1699,3183,2025-01-01 14:34:14.313187
1721,981,7939,7317,2025-01-03 11:55:53.656467
1722,7019,1972,7290,2025-01-04 03:58:21.725107
1723,4086,3964,3187,2025-01-05 18:51:34.684060
1724,957,2565,2573,2025-01-06 10:31:52.618359
1725,6033,429,147,2025-01-02 15:15:32.007051
1726,7134,7631,3022,2025-01-08 14:43:05.248514
1727,6261,6615,6087,2025-01-09 05:48:08.639039
1728,9982,6326,5082,2025-01-09 07:50:23.249350
1729,5099,5055,1141,2025-01-08 20:33:48.449483
1730,597,144,8150,2025-01-05 09:53:46.200900
1731,622,5471,8681,2025-01-06 02:42:42.781036
1732,5565,789,366,2025-01-04 12:12:37.802541
1733,8039,1778,7918,2025-01-05 14:32:10.630267
1734,5894,1129,8359,2025-01-04 07:41:33.503639
1735,224,6079,1645,2025-01-03 10:23:50.115297
1736,7309,4445,5349,2025-01-03 09:53:45.340723
1737,8856,241,7384,2025-01-06 18:16:30.722358
1738,2784,3385,9995,2025-01-07 18:58:08.568755
1739,5823,3470,8613,2025-01-07 16:28:57.617425
1740,8591,6771,3772,2025-01-01 03:27:50.160822
1741,2068,1297,4155,2025-01-05 22:16:18.406777
1742,307,8152,4845,2025-01-03 21:09:09.490332
1743,841,2551,4394,2025-01-08 16:53:48.454931
1744,7417,6494,6147,2025-01-03 16:15:39.161993
1745,3912,6456,5835,2025-01-03 16:33:14.028943
1746,4543,8634,1569,2025-01-03 05:50:52.338025
1747,808,7757,550,2025-01-03 16:40:36.698374
1748,9737,6655,5691,2025-01-08 21:03:09.248112
1749,5862,4959,4994,2025-01-03 08:07:06.374872
1750,8286,1876,8429,2025-01-03 02:04:03.209384
1751,511,8431,8708,2025-01-07 02:19:40.020816
1752,4094,6287,5909,2025-01-04 18:33:34.370501
1753,4985,4056,9761,2025-01-02 11:52:41.546328
1754,3077,5242,6908,2025-01-09 06:33:40.365717
1755,2571,5913,596,2025-01-03 11:47:13.950543
1756,5194,270,4288,2025-01-01 04:38:08.699377
1757,9875,5048,1247,2025-01-08 23:30:48.043190
1758,4578,580,2466,2025-01-06 14:04:57.897441
1759,179,9929,2725,2025-01-04 23:18:21.294810
1760,6123,6557,6472,2025-01-03 06:22:29.857055
1761,3405,8829,1742,2025-01-03 10:32:53.355395
1762,4191,1125,2719,2025-01-07 08:43:17.034212
1763,9468,2660,5385,2025-01-02 15:58:53.661343
1764,8324,3992,9439,2025-01-02 09:35:20.608097
1765,9244,6714,4596,2025-01-08 00:42:09.463289
1766,6010,8930,1341,2025-01-08 22:37:39.114470
1767,6940,4053,9153,2025-01-04 23:33:08.296392
1768,1044,5777,5066,2025-01-06 10:48:36.325632
1769,2932,8823,2001,2025-01-05 14:29:43.237813
1770,9865,8403,3449,2025-01-07 22:16:13.036539
1771,3055,6852,8549,2025-01-08 20:35:14.781537
1772,7628,3786,3441,2025-01-04 16:13:49.177597
