id,event_id,result
2614,1723,проникнення на територію
2615,9399,виявлено взлом
2616,3996,проникнення на територію
2617,1889,відсутність взлому
2618,2380,виявлено підпал
2619,8593,виявлено витік газу
2620,5784,виявлено витік рідини
2621,3444,проникнення в приміщення
2622,2434,виявлено витік рідини
2623,7571,виявлено відкриту дверцята
2624,154,пожежа
2625,510,виявлено взлом
2626,3396,виявлено відкритий люк
2627,9207,виявлено відкритий люк
2628,8546,виявлено відкриті двері
2629,5070,виявлено відкритий люк
2630,6707,проникнення в приміщення
2631,4218,виявлено відкритий люк
2632,6221,виявлено витік води
2633,3562,виявлено підпал
2634,4976,виявлено відкриті двері
2635,1128,виявлено витік води
2636,2586,виявлено відкриті двері
2637,8569,проникнення
2638,3421,виявлено відкриту дверцята
2639,9527,виявлено відкриті двері
2640,6356,пожежа
2641,6958,виявлено витік газу
2642,3962,проникнення на об'єкт
2643,5112,проникнення в приміщення
2644,5466,виявлено відкритий люк
2645,9213,відсутність взлому
2646,6760,проникнення в приміщення
2647,4166,виявлено витік води
2648,4065,виявлено відкриту дверцята
2649,1534,виявлено витік газу
2650,3679,виявлено витік газу
2651,2111,проникнення на об'єкт
2652,9419,відсутність взлому
2653,8375,крадіжка
2654,6562,проникнення на територію
2655,255,проникнення
2656,341,виявлено відкриту люк
2657,271,відсутність взлому
2658,7224,виявлено відкрите вікно
2659,6409,виявлено витік газу
2660,6315,виявлено відкрите вікно
2661,1417,пожежа
2662,9172,відсутність взлому
2663,4389,виявлено відкриті двері
2664,7494,виявлено витік палива
2665,3840,виявлено відкритий люк
2666,2198,проникнення на територію
2667,7991,пожежа
2668,2108,крадіжка
2669,6787,виявлено відкриту кришку
2670,4664,виявлено взлом
2671,821,виявлено витік газу
2672,2129,проникнення на територію
2673,1459,виявлено відкриту кришку
2674,897,виявлено витік палива
2675,9795,виявлено витік газу
2676,1964,виявлено відкрите вікно
2677,9402,виявлено відкритий люк
2678,841,виявлено відкрите вікно
2679,4225,виявлено відкрите вікно
2680,3064,виявлено відкриту кришку
2681,3781,пожежа
2682,2729,виявлено витік газу
2683,629,проникнення в приміщення
2684,4967,виявлено витік палива
2685,5767,виявлено витік води
2686,2302,проникнення на об'єкт
2687,2433,виявлено відкриту дверцята
2688,6844,виявлено відкриту дверцята
2689,5262,виявлено витік води
2690,2934,виявлено взлом
2691,5454,виявлено витік палива
2692,791,пожежа
2693,6803,проникнення на об'єкт
2694,6014,виявлено відкриту кришку
2695,1088,виявлено відкриту кришку
2696,5985,проникнення
2697,9957,виявлено відкритий люк
2698,4666,виявлено відкриту кришку
2699,5728,виявлено відкриту люк
2700,1083,виявлено витік газу
2701,6375,виявлено взлом
2702,3905,виявлено витік газу
2703,94,виявлено взлом
2704,322,пожежа
2705,6185,виявлено підпал
2706,6005,виявлено відкриту дверцята
2707,8745,виявлено відкриту дверцята
2708,5402,виявлено відкриту люк
2709,1668,виявлено відкриту дверцята
2710,4881,проникнення на територію
2711,5814,виявлено відкриті двері
2712,3209,проникнення в приміщення
2713,1822,виявлено відкриту люк
2714,8935,проникнення на об'єкт
2715,4926,відсутність взлому
2716,5700,виявлено підпал
2717,6528,виявлено відкриті двері
2718,9986,пожежа
2719,6086,виявлено відкритий люк
2720,2770,проникнення в приміщення
2721,8147,проникнення в приміщення
2722,1864,проникнення на територію
2723,3715,проникнення на територію
2724,7576,виявлено відкриті двері
2725,7957,виявлено відкриту люк
2726,3552,виявлено відкриту дверцята
2727,9298,виявлено відкриту дверцята
2728,5169,проникнення
2729,8402,виявлено витік води
2730,8208,виявлено відкриту кришку
2731,9412,виявлено відкритий люк
2732,5974,відсутність взлому
2733,1410,виявлено взлом
2734,9913,виявлено відкритий люк
2735,128,виявлено витік газу
2736,2380,виявлено відкриту люк
2737,7631,виявлено відкрите вікно
2738,4762,крадіжка
2739,2993,виявлено відкриту кришку
2740,7460,виявлено відкрите вікно
2741,5390,виявлено витік рідини
2742,6450,пожежа
2743,9569,виявлено відкрите вікно
2744,8361,виявлено відкриту люк
2745,6799,виявлено відкриту кришку
2746,6657,виявлено витік рідини
2747,8789,виявлено витік газу
2748,4745,проникнення в приміщення
2749,1417,проникнення на об'єкт
2750,74,проникнення на об'єкт
2751,1101,виявлено підпал
2752,1312,виявлено відкриті двері
2753,7493,проникнення на територію
2754,1807,виявлено відкриту люк
2755,5319,проникнення
2756,5875,виявлено відкриту кришку
2757,1332,виявлено відкриті двері
2758,8296,виявлено витік води
2759,3684,крадіжка
2760,1244,виявлено взлом
2761,2803,відсутність взлому
2762,3224,проникнення на об'єкт
2763,7230,відсутність взлому
2764,7370,пожежа
2765,5579,виявлено витік палива
2766,3354,проникнення на територію
2767,1092,виявлено витік рідини
2768,6687,виявлено витік рідини
2769,132,виявлено відкриту дверцята
2770,9609,виявлено взлом
2771,9889,крадіжка
2772,1200,пожежа
2773,1601,крадіжка
2774,3181,виявлено відкриту кришку
2775,3105,виявлено витік води
2776,1397,виявлено витік рідини
2777,2051,виявлено витік газу
2778,8919,виявлено відкритий люк
2779,1396,виявлено витік рідини
2780,2331,виявлено відкриту кришку
2781,9164,пожежа
2782,3670,проникнення на об'єкт
2783,8550,відсутність взлому
2784,3945,крадіжка
2785,7197,пожежа
2786,3542,виявлено відкритий люк
2787,8880,проникнення
2788,4877,виявлено відкритий люк
2789,4668,виявлено витік води
2790,1110,виявлено відкритий люк
2791,2585,виявлено відкриті двері
2792,8307,виявлено витік газу
2793,1303,проникнення на територію
2794,8504,проникнення в приміщення
2795,2235,проникнення
2796,2749,виявлено витік газу
2797,4271,виявлено витік води
2798,1782,виявлено витік рідини
2799,4533,виявлено підпал
2800,3349,виявлено відкриту люк
2801,5941,виявлено взлом
2802,9039,виявлено відкриту дверцята
2803,9387,виявлено витік газу
2804,4617,виявлено відкрите вікно
2805,2400,виявлено витік газу
2806,239,виявлено взлом
2807,1375,проникнення
2808,7366,виявлено витік води
2809,7743,проникнення на територію
2810,9155,відсутність взлому
2811,8660,проникнення на територію
2812,6709,крадіжка
2813,825,проникнення
2814,5906,проникнення в приміщення
2815,8605,проникнення на об'єкт
2816,3297,пожежа
2817,8170,виявлено взлом
2818,2639,пожежа
2819,9122,пожежа
2820,938,виявлено відкриті двері
2821,7590,виявлено витік рідини
2822,4634,виявлено витік рідини
2823,3839,виявлено взлом
2824,6741,виявлено витік рідини
2825,3741,виявлено відкриту кришку
2826,6913,відсутність взлому
2827,3563,проникнення
2828,266,виявлено відкритий люк
2829,5025,пожежа
2830,5746,виявлено відкриту дверцята
2831,6399,виявлено відкриті двері
2832,2411,відсутність взлому
2833,7560,виявлено відкриту дверцята
2834,2188,виявлено відкриту кришку
2835,6684,виявлено відкриту дверцята
2836,255,відсутність взлому
2837,5314,проникнення на об'єкт
2838,519,виявлено відкриту люк
2839,3590,проникнення на об'єкт
2840,6026,відсутність взлому
2841,8660,відсутність взлому
2842,6615,проникнення
2843,2452,виявлено підпал
2844,6289,виявлено витік рідини
2845,8319,проникнення на об'єкт
2846,7421,виявлено відкриті двері
2847,4057,виявлено відкриті двері
2848,887,виявлено взлом
2849,1337,виявлено відкриті двері
2850,4392,виявлено відкритий люк
2851,2434,виявлено відкрите вікно
2852,3831,відсутність взлому
2853,5437,виявлено взлом
2854,1928,виявлено відкрите вікно
2855,7246,виявлено витік палива
2856,4929,проникнення в приміщення
2857,9743,виявлено взлом
2858,1910,проникнення
2859,9707,виявлено витік води
2860,6802,проникнення на об'єкт
2861,639,виявлено відкрите вікно
2862,6278,проникнення на об'єкт
2863,810,виявлено підпал
2864,9640,виявлено взлом
2865,9782,відсутність взлому
2866,1125,виявлено відкритий люк
2867,1394,виявлено відкрите вікно
2868,2059,виявлено відкритий люк
2869,5529,виявлено витік газу
2870,4645,проникнення на територію
2871,4505,проникнення в приміщення
2872,6567,виявлено підпал
2873,3134,виявлено підпал
2874,523,виявлено витік рідини
2875,1837,крадіжка
2876,2891,проникнення
2877,4507,виявлено підпал
2878,1680,виявлено відкриту кришку
2879,957,виявлено витік палива
2880,4942,проникнення на територію
2881,1584,виявлено відкриті двері
2882,4301,виявлено витік води
2883,3617,виявлено взлом
2884,7271,виявлено відкриту дверцята
2885,6420,виявлено взлом
2886,278,виявлено відкриту кришку
2887,9609,виявлено витік газу
2888,5865,проникнення в приміщення
2889,1340,виявлено витік палива
2890,6438,виявлено відкриті двері
2891,7475,крадіжка
2892,8250,відсутність взлому
2893,2390,виявлено відкриту дверцята
2894,1052,виявлено відкриті двері
2895,3098,виявлено витік газу
2896,2043,виявлено витік рідини
2897,2308,проникнення
2898,364,виявлено відкриті двері
2899,384,проникнення на територію
2900,9104,проникнення на об'єкт
2901,1964,виявлено відкриту кришку
2902,1859,крадіжка
2903,2439,виявлено витік газу
2904,4081,проникнення
2905,4825,виявлено підпал
2906,5884,проникнення на територію
2907,9818,проникнення в приміщення
2908,5032,виявлено витік води
2909,640,виявлено витік рідини
2910,8597,проникнення на об'єкт
2911,802,проникнення на територію
2912,4933,проникнення на об'єкт
2913,7912,виявлено відкрите вікно
2914,2883,пожежа
2915,5060,виявлено витік газу
2916,4648,виявлено відкриту кришку
2917,6329,крадіжка
2918,4059,виявлено підпал
2919,9412,відсутність взлому
2920,904,проникнення на територію
2921,3801,проникнення на об'єкт
2922,4888,проникнення на територію
2923,3933,виявлено витік рідини
2924,6124,виявлено відкриту дверцята
2925,7842,виявлено витік рідини
2926,1643,виявлено витік рідини
2927,8170,проникнення в приміщення
2928,8347,відсутність взлому
2929,3032,виявлено витік палива
2930,9079,проникнення на об'єкт
2931,6077,проникнення на територію
2932,4536,проникнення
2933,1247,виявлено взлом
2934,7065,відсутність взлому
2935,9873,виявлено витік газу
2936,4246,виявлено відкриту кришку
2937,845,виявлено витік газу
2938,288,крадіжка
2939,5136,виявлено взлом
2940,1951,проникнення на територію
2941,6887,виявлено відкритий люк
2942,4702,проникнення в приміщення
2943,1148,виявлено витік рідини
2944,2786,відсутність взлому
2945,1989,виявлено відкриту люк
2946,6085,виявлено взлом
2947,2637,виявлено витік газу
2948,6039,відсутність взлому
2949,930,проникнення в приміщення
2950,5853,проникнення в приміщення
2951,427,виявлено відкриту дверцята
2952,2694,пожежа
2953,5181,виявлено відкритий люк
2954,5320,виявлено відкритий люк
2955,5785,проникнення на об'єкт
2956,5581,виявлено відкриту дверцята
2957,4014,виявлено відкриту дверцята
2958,4011,виявлено підпал
2959,9909,виявлено витік води
2960,6841,проникнення на об'єкт
2961,3945,виявлено відкрите вікно
2962,5295,виявлено підпал
2963,965,відсутність взлому
2964,5503,пожежа
2965,1630,проникнення
2966,6479,виявлено відкриту люк
2967,8289,виявлено відкрите вікно
2968,1309,виявлено витік рідини
2969,6550,виявлено відкриті двері
2970,8102,виявлено витік рідини
2971,9808,виявлено відкриту кришку
2972,4259,проникнення на територію
2973,508,проникнення на об'єкт
2974,4099,виявлено взлом
2975,6301,виявлено відкритий люк
2976,8379,виявлено відкриті двері
2977,6427,виявлено відкриті двері
2978,5654,крадіжка
2979,5575,виявлено підпал
2980,5112,проникнення на територію
2981,3482,виявлено відкриті двері
2982,5175,виявлено підпал
2983,8203,виявлено відкрите вікно
2984,2512,проникнення на територію
2985,17,виявлено взлом
2986,3553,виявлено витік води
2987,5335,виявлено підпал
2988,2513,виявлено відкритий люк
2989,8538,виявлено підпал
2990,6795,проникнення в приміщення
2991,6813,виявлено витік газу
2992,425,проникнення
2993,919,виявлено відкрите вікно
2994,1960,проникнення на об'єкт
2995,3616,виявлено підпал
2996,2023,відсутність взлому
2997,9248,виявлено витік газу
2998,3229,виявлено відкриту дверцята
2999,4014,виявлено відкриту люк
3000,8403,проникнення в приміщення
3001,6961,виявлено відкриті двері
3002,2481,виявлено витік рідини
3003,7879,виявлено витік палива
3004,4458,пожежа
3005,5905,проникнення в приміщення
3006,2088,виявлено взлом
3007,38,проникнення
3008,1861,виявлено відкритий люк
3009,6710,виявлено відкриті двері
3010,449,виявлено відкриті двері
3011,7968,крадіжка
3012,5891,проникнення на територію
3013,7038,проникнення в приміщення
3014,6399,виявлено відкритий люк
3015,42,виявлено підпал
3016,8877,виявлено відкрите вікно
3017,5131,виявлено відкриті двері
3018,4230,пожежа
3019,1104,відсутність взлому
3020,6748,виявлено взлом
3021,3618,виявлено витік палива
3022,5246,виявлено підпал
3023,1462,виявлено відкриту люк
3024,9059,проникнення на об'єкт
3025,353,виявлено відкрите вікно
3026,3938,виявлено відкритий люк
3027,5425,виявлено підпал
3028,7339,виявлено витік води
3029,1901,проникнення на територію
3030,3549,виявлено підпал
3031,2559,крадіжка
3032,3230,виявлено відкриту люк
3033,7139,проникнення на об'єкт
3034,7073,виявлено відкриту кришку
3035,1893,проникнення в приміщення
3036,7649,виявлено відкриту дверцята
3037,8611,виявлено підпал
3038,8864,проникнення на територію
3039,9381,виявлено витік води
3040,5252,виявлено витік палива
3041,1502,виявлено відкриті двері
3042,5119,виявлено витік води
3043,4136,виявлено витік газу
3044,2461,виявлено відкриту люк
3045,5381,виявлено витік палива
3046,9052,виявлено відкриті двері
3047,5798,виявлено відкриту кришку
3048,8277,виявлено відкриту кришку
3049,8687,виявлено витік палива
3050,8065,виявлено відкрите вікно
3051,971,виявлено витік газу
3052,2174,проникнення на об'єкт
3053,2715,виявлено підпал
3054,5040,крадіжка
3055,4355,виявлено витік рідини
3056,9004,виявлено взлом
3057,9979,виявлено відкритий люк
3058,797,виявлено відкриту люк
3059,3541,виявлено відкриту люк
3060,5455,виявлено витік газу
3061,7311,виявлено відкрите вікно
3062,8553,виявлено взлом
3063,6662,виявлено відкриті двері
3064,2684,виявлено витік газу
3065,4610,виявлено підпал
3066,451,виявлено відкриту люк
3067,1830,виявлено підпал
3068,6004,крадіжка
3069,7999,виявлено витік палива
3070,9840,проникнення в приміщення
3071,9508,виявлено витік газу
3072,2076,виявлено витік палива
3073,2213,виявлено витік газу
3074,6917,виявлено витік рідини
3075,8594,виявлено відкритий люк
3076,7817,виявлено відкриту дверцята
3077,5884,проникнення в приміщення
3078,5183,виявлено взлом
3079,4101,виявлено відкриту кришку
3080,7708,виявлено відкриту люк
3081,6493,виявлено витік газу
3082,4272,виявлено витік води
3083,4936,проникнення в приміщення
3084,6332,виявлено відкриті двері
3085,8175,крадіжка
3086,8067,виявлено витік газу
3087,1718,проникнення
3088,2028,проникнення в приміщення
3089,3351,виявлено відкриту люк
3090,4343,виявлено витік палива
3091,427,відсутність взлому
3092,5282,виявлено витік рідини
3093,7147,виявлено взлом
3094,9976,проникнення в приміщення
3095,5821,виявлено відкриту кришку
3096,2083,виявлено витік палива
3097,1446,виявлено витік води
3098,2416,проникнення на територію
3099,8103,виявлено витік рідини
3100,1809,виявлено витік газу
3101,1553,відсутність взлому
3102,8526,виявлено витік газу
3103,1337,виявлено відкритий люк
3104,1038,виявлено підпал
3105,5793,виявлено взлом
3106,7892,виявлено витік газу
3107,2050,проникнення
3108,7342,проникнення
3109,5089,виявлено підпал
3110,259,виявлено витік газу
3111,9210,виявлено відкриту кришку
3112,2291,проникнення на територію
3113,3732,пожежа
3114,1498,проникнення на територію
3115,6364,виявлено взлом
3116,2273,виявлено відкриту люк
3117,2245,виявлено підпал
3118,8837,виявлено взлом
3119,8953,проникнення на об'єкт
3120,9959,проникнення на об'єкт
3121,1716,виявлено витік газу
3122,5494,виявлено витік палива
3123,7191,виявлено відкриту люк
3124,4465,виявлено відкриті двері
3125,730,крадіжка
3126,6439,виявлено витік палива
3127,9454,виявлено відкрите вікно
3128,7376,виявлено витік рідини
3129,3110,виявлено відкриту люк
3130,143,виявлено відкриту дверцята
3131,3767,проникнення
3132,4786,виявлено відкрите вікно
3133,5056,виявлено витік газу
3134,9277,виявлено підпал
3135,1399,виявлено взлом
3136,6141,проникнення
3137,2654,проникнення на територію
3138,3701,проникнення
3139,796,проникнення на територію
3140,1579,виявлено витік газу
3141,936,виявлено відкриту кришку
3142,2426,виявлено відкритий люк
3143,4480,відсутність взлому
3144,5975,крадіжка
3145,4617,виявлено відкриту кришку
3146,6701,проникнення на об'єкт
3147,7967,пожежа
3148,7382,відсутність взлому
3149,5332,виявлено витік рідини
3150,3416,виявлено відкриту кришку
3151,7621,виявлено відкритий люк
3152,2806,виявлено витік палива
3153,9839,крадіжка
3154,4866,проникнення на об'єкт
3155,8102,виявлено відкриту кришку
3156,1127,виявлено відкриті двері
3157,9075,крадіжка
3158,1336,проникнення на об'єкт
3159,9998,проникнення в приміщення
3160,1685,виявлено відкрите вікно
3161,8156,крадіжка
3162,7900,виявлено підпал
3163,1466,проникнення в приміщення
3164,9031,пожежа
3165,5545,виявлено відкритий люк
3166,1310,виявлено відкриту дверцята
3167,6970,проникнення на об'єкт
3168,481,виявлено витік палива
3169,2867,виявлено відкриту люк
3170,7035,виявлено відкриті двері
3171,3885,виявлено підпал
3172,3789,виявлено витік води
3173,3880,проникнення на об'єкт
3174,1179,виявлено відкритий люк
3175,1125,відсутність взлому
3176,1858,виявлено витік рідини
3177,2111,проникнення на територію
3178,4886,крадіжка
3179,6656,виявлено витік води
3180,1284,виявлено витік води
3181,1616,проникнення на об'єкт
3182,3339,виявлено відкритий люк
3183,74,виявлено відкриту люк
3184,1918,виявлено витік палива
3185,6313,виявлено витік рідини
3186,8363,виявлено відкриті двері
3187,944,проникнення
3188,6492,виявлено відкриту люк
3189,7553,виявлено витік води
3190,1025,пожежа
3191,5563,виявлено відкриту люк
3192,4265,виявлено відкриту люк
3193,2865,виявлено взлом
3194,5001,виявлено витік рідини
3195,1840,крадіжка
3196,3736,пожежа
3197,3551,виявлено відкритий люк
3198,318,виявлено витік рідини
3199,8579,відсутність взлому
3200,8222,проникнення на територію
3201,9856,проникнення на територію
3202,188,виявлено відкрите вікно
3203,459,виявлено підпал
3204,808,виявлено відкриті двері
3205,8193,виявлено відкриту кришку
3206,6636,виявлено відкриту кришку
3207,8338,крадіжка
3208,2835,відсутність взлому
3209,9506,виявлено відкриті двері
3210,3523,крадіжка
3211,7736,виявлено витік води
3212,7480,проникнення на територію
3213,8347,виявлено підпал
3214,2127,відсутність взлому
3215,4793,виявлено відкриту кришку
3216,7874,виявлено взлом
3217,5289,пожежа
3218,6621,виявлено взлом
3219,3490,виявлено відкритий люк
3220,2134,виявлено відкриту кришку
3221,1278,виявлено витік газу
3222,2634,виявлено відкритий люк
3223,4576,виявлено відкрите вікно
3224,3568,виявлено відкрите вікно
3225,7606,виявлено відкриту люк
3226,2371,виявлено відкриту люк
3227,8556,виявлено відкритий люк
3228,9807,виявлено витік палива
3229,9229,крадіжка
3230,9459,пожежа
3231,1968,пожежа
3232,2740,пожежа
3233,5086,пожежа
3234,7197,проникнення на об'єкт
3235,5697,виявлено відкрите вікно
3236,3667,виявлено витік рідини
3237,2413,виявлено відкритий люк
3238,9274,виявлено відкриту дверцята
3239,8880,виявлено відкриту люк
3240,4546,виявлено відкриту кришку
3241,3779,виявлено підпал
3242,6080,виявлено витік газу
3243,5866,виявлено відкрите вікно
3244,7435,виявлено взлом
3245,1201,виявлено витік палива
3246,1132,проникнення
3247,6810,виявлено відкриту люк
3248,7090,виявлено відкритий люк
3249,5458,проникнення на територію
3250,6978,відсутність взлому
3251,6661,проникнення в приміщення
3252,8165,проникнення на територію
3253,4535,виявлено витік палива
3254,7985,пожежа
3255,3307,виявлено підпал
3256,5227,проникнення в приміщення
3257,4127,виявлено витік води
3258,4778,виявлено відкриту люк
3259,1038,крадіжка
3260,3333,відсутність взлому
3261,4838,виявлено взлом
3262,8372,виявлено відкриту дверцята
3263,6698,виявлено витік води
3264,637,виявлено відкриту кришку
3265,7809,виявлено підпал
3266,3405,виявлено взлом
3267,7640,виявлено відкриту дверцята
3268,2360,виявлено витік води
3269,9244,виявлено витік палива
3270,1568,проникнення
3271,6039,виявлено відкриті двері
3272,4833,виявлено взлом
3273,6281,виявлено відкритий люк
3274,8977,виявлено відкрите вікно
3275,9159,проникнення на об'єкт
3276,3436,виявлено відкритий люк
3277,7291,виявлено витік палива
3278,2289,виявлено витік палива
3279,7273,виявлено відкриті двері
3280,3380,виявлено відкриту дверцята
3281,1357,виявлено відкриту люк
3282,8958,проникнення
3283,7278,виявлено витік води
3284,568,виявлено відкриту люк
3285,9912,виявлено витік води
3286,9327,виявлено витік газу
3287,7848,виявлено витік води
3288,6110,проникнення на об'єкт
3289,7389,крадіжка
3290,3373,виявлено відкриті двері
3291,3417,виявлено підпал
3292,4510,проникнення на об'єкт
3293,6594,виявлено відкриті двері
3294,7141,виявлено відкриту кришку
3295,4494,проникнення на об'єкт
3296,6181,виявлено взлом
3297,71,виявлено відкриті двері
3298,5952,виявлено відкриту кришку
3299,6483,виявлено відкриту дверцята
3300,4437,виявлено взлом
3301,2720,виявлено відкриту дверцята
3302,2951,відсутність взлому
3303,3791,проникнення на об'єкт
3304,4916,виявлено відкритий люк
3305,7251,проникнення на територію
3306,1555,проникнення в приміщення
3307,2531,виявлено витік газу
3308,5925,виявлено відкриту дверцята
3309,7744,виявлено підпал
3310,6051,виявлено відкриту дверцята
3311,4202,виявлено взлом
3312,8275,виявлено витік газу
3313,9168,виявлено відкрите вікно
3314,286,виявлено витік палива
3315,278,проникнення
3316,9726,виявлено відкриту люк
3317,2264,відсутність взлому
3318,4470,проникнення на територію
3319,2974,виявлено відкритий люк
3320,5654,виявлено відкриту дверцята
3321,9190,виявлено відкриті двері
3322,8583,проникнення
3323,5637,проникнення
3324,8070,проникнення на територію
3325,4388,проникнення в приміщення
3326,3334,виявлено витік палива
3327,9516,виявлено підпал
3328,9397,виявлено відкриту люк
3329,3194,виявлено витік газу
3330,6136,виявлено витік палива
3331,8601,виявлено підпал
3332,873,виявлено відкриту люк
3333,1251,проникнення на територію
3334,2182,виявлено відкриту дверцята
3335,2153,виявлено витік води
3336,5381,виявлено витік води
3337,7984,проникнення
3338,867,виявлено підпал
3339,3957,проникнення
3340,9197,виявлено відкриту люк
3341,5164,виявлено витік води
3342,1359,проникнення в приміщення
3343,6087,виявлено відкритий люк
3344,4221,пожежа
3345,893,проникнення в приміщення
3346,7676,виявлено відкритий люк
3347,5385,проникнення на об'єкт
3348,8364,виявлено витік газу
3349,7905,відсутність взлому
3350,1693,проникнення на територію
3351,790,виявлено витік рідини
3352,9566,проникнення
3353,7168,виявлено витік газу
3354,5987,виявлено відкриту кришку
3355,7717,виявлено витік води
3356,6281,виявлено витік води
3357,5409,проникнення на територію
3358,1918,виявлено відкрите вікно
3359,9561,виявлено витік палива
3360,5873,виявлено відкриту люк
3361,730,виявлено витік палива
3362,5136,проникнення
3363,7404,проникнення на територію
3364,6066,пожежа
3365,3403,відсутність взлому
3366,3042,виявлено відкриту дверцята
3367,1329,проникнення в приміщення
3368,9772,виявлено витік палива
3369,1853,виявлено підпал
3370,8634,виявлено відкрите вікно
3371,9633,виявлено відкриту дверцята
3372,1565,пожежа
3373,2079,виявлено витік газу
3374,5518,виявлено відкриту дверцята
3375,3389,виявлено відкриту люк
3376,97,пожежа
3377,21,виявлено відкриту кришку
3378,7079,проникнення в приміщення
3379,4526,виявлено витік води
3380,5610,виявлено відкрите вікно
3381,1130,виявлено взлом
3382,422,проникнення
3383,9257,виявлено витік палива
3384,663,виявлено взлом
3385,9803,проникнення в приміщення
3386,2486,виявлено відкриту кришку
3387,3625,крадіжка
3388,5754,пожежа
3389,5487,виявлено відкриту люк
3390,9198,крадіжка
3391,9479,виявлено відкритий люк
3392,8941,виявлено витік води
3393,733,проникнення на об'єкт
3394,7123,виявлено підпал
3395,4800,виявлено витік газу
3396,6208,проникнення на територію
3397,4321,виявлено відкриті двері
3398,4339,проникнення в приміщення
3399,4332,виявлено відкриту кришку
3400,1453,виявлено відкриту люк
3401,1020,виявлено відкриту кришку
3402,8040,виявлено підпал
3403,816,виявлено взлом
3404,619,виявлено відкриті двері
3405,7815,виявлено відкрите вікно
3406,258,виявлено витік води
3407,4588,виявлено витік палива
3408,5703,проникнення
3409,3555,відсутність взлому
3410,2638,виявлено відкриту кришку
3411,3391,проникнення
3412,6801,виявлено витік палива
3413,4226,відсутність взлому
3414,8156,виявлено відкритий люк
3415,3528,проникнення в приміщення
3416,7556,виявлено взлом
3417,4580,проникнення на територію
3418,8592,крадіжка
3419,8021,проникнення на об'єкт
3420,8688,проникнення
3421,6906,виявлено відкриту кришку
3422,4758,виявлено витік палива
3423,31,відсутність взлому
3424,9190,відсутність взлому
3425,4114,виявлено відкритий люк
3426,7782,виявлено відкриті двері
3427,3690,відсутність взлому
3428,1814,виявлено відкриті двері
3429,4391,пожежа
3430,7129,пожежа
3431,5180,виявлено відкрите вікно
3432,7346,проникнення на об'єкт
3433,3478,проникнення
3434,9969,виявлено відкритий люк
3435,4148,виявлено взлом
3436,4907,крадіжка
3437,3974,проникнення в приміщення
3438,8686,виявлено витік рідини
3439,5229,виявлено витік рідини
3440,4500,пожежа
3441,6645,виявлено відкриту дверцята
3442,2199,виявлено витік рідини
3443,294,виявлено відкрите вікно
3444,1447,проникнення на територію
3445,3685,виявлено витік палива
3446,8852,пожежа
3447,6725,відсутність взлому
3448,4831,виявлено відкриту люк
3449,2795,виявлено відкриту кришку
3450,8442,проникнення
3451,3412,проникнення на територію
3452,9447,виявлено відкриті двері
3453,6125,крадіжка
3454,7757,виявлено витік води
3455,3434,відсутність взлому
3456,5398,виявлено відкриту кришку
3457,7288,крадіжка
3458,3106,проникнення на територію
3459,9315,виявлено відкриту люк
3460,2399,виявлено відкриті двері
3461,6666,виявлено витік газу
3462,666,виявлено відкрите вікно
3463,8658,виявлено витік води
3464,9809,виявлено відкриті двері
3465,9058,виявлено відкриту дверцята
3466,5592,проникнення в приміщення
3467,4595,виявлено відкрите вікно
3468,3703,виявлено підпал
3469,171,виявлено відкриту дверцята
3470,9258,виявлено відкриту люк
3471,8292,виявлено витік води
3472,4270,пожежа
3473,2093,виявлено відкритий люк
3474,8722,крадіжка
3475,7648,виявлено витік палива
3476,3753,виявлено витік газу
3477,7339,відсутність взлому
3478,4922,виявлено відкриті двері
3479,3093,відсутність взлому
3480,3310,виявлено витік води
3481,9341,виявлено відкриту кришку
3482,1168,проникнення в приміщення
3483,1108,виявлено відкриту люк
3484,8236,крадіжка
3485,4982,проникнення
3486,1182,виявлено відкрите вікно
3487,819,виявлено витік води
3488,1603,виявлено відкриті двері
3489,4972,виявлено відкрите вікно
3490,9021,виявлено відкриту дверцята
3491,7886,виявлено відкриту кришку
3492,1379,виявлено витік палива
3493,6228,виявлено відкрите вікно
3494,2543,виявлено витік палива
3495,763,пожежа
3496,123,виявлено витік палива
3497,9012,виявлено відкритий люк
3498,3353,проникнення в приміщення
3499,6786,проникнення на територію
3500,8192,виявлено відкриту кришку
3501,2601,виявлено підпал
3502,4399,виявлено відкритий люк
3503,4585,проникнення
3504,1837,виявлено відкрите вікно
3505,5070,виявлено взлом
3506,9232,виявлено витік рідини
3507,7298,проникнення на об'єкт
3508,1108,пожежа
3509,5966,крадіжка
3510,9275,виявлено відкриту кришку
3511,7733,виявлено відкрите вікно
3512,21,виявлено витік палива
3513,5863,виявлено витік води
3514,3999,виявлено витік води
3515,9520,виявлено витік рідини
3516,1155,виявлено взлом
3517,3517,виявлено відкриту люк
3518,3827,пожежа
3519,3224,виявлено відкриту кришку
3520,6585,проникнення
3521,9789,пожежа
3522,1823,проникнення на об'єкт
3523,6917,виявлено відкриті двері
3524,7761,крадіжка
3525,2852,виявлено витік газу
3526,7299,виявлено відкриту люк
3527,4154,виявлено відкриту дверцята
3528,771,виявлено відкритий люк
3529,3060,виявлено відкритий люк
3530,8255,виявлено відкрите вікно
3531,3969,виявлено підпал
3532,1156,відсутність взлому
3533,5672,виявлено відкриту люк
3534,4907,проникнення
3535,8600,крадіжка
3536,9422,крадіжка
