id,name,location_id
2764,покоління,1585
2765,поява,6080
2766,прірва,4683
2767,незручно,5163
2768,навряд,3068
2769,правий,8554
2770,вітрина,5821
2771,забирати,7235
2772,зміна,3468
2773,банк,5527
2774,серйозний,264
2775,метал,8116
2776,купа,3585
2777,відповісти,2016
2778,ліворуч,1998
2779,райком,612
2780,отже,3795
2781,тута,3779
2782,хліб,9486
2783,сумнівний,8678
2784,пристрій,5423
2785,чітко,6831
2786,пробувати,1886
2787,услати,268
2788,занадто,7058
2789,мить,1041
2790,рота,6266
2791,роса,9482
2792,інтернет,320
2793,дружно,8917
2794,мати,5230
2795,образа,7609
2796,теорія,1898
2797,так,1132
2798,увійти,7248
2799,вітрина,4806
2800,затягнутися,3512
2801,світило,2066
2802,інший,8624
2803,другий,6579
2804,дружно,9471
2805,приходити,6740
2806,паща,9362
2807,свіжий,8858
2808,падати,7224
2809,блін,4883
2810,червонй,3697
2811,а,2763
2812,щастя,8847
2813,що,347
2814,камінчик,3927
2815,зарплата,3999
2816,банда,991
2817,гуляти,7105
2818,картинка,2283
2819,банк,7451
2820,забирати,7720
2821,правління,6228
2822,число,4939
2823,господь,7877
2824,командування,1106
2825,трубка,4343
2826,дружно,8118
2827,тута,4864
2828,прихований,7062
2829,вираз,5888
2830,дошлий,6102
2831,труп,2882
2832,хлопчисько,1908
2833,художній,9385
2834,картинка,8667
2835,купа-невеличка,8745
2836,кишеня,4679
2837,мить,2105
2838,потрясти,3939
2839,а,1498
2840,армійський,2268
2841,ґазда,9058
2842,зображати,8126
2843,застосовуватися,1091
2844,більше,6508
2845,здригнутися,5516
2846,можливо,8742
2847,потрясти,9550
2848,метал,5509
2849,прохід,6810
2850,аналіз,8537
2851,епоха,6071
2852,ефект,109
2853,розводити,3022
2854,пірʼя,4516
2855,чоловічок,1693
2856,відділ,9871
2857,наштовхнутися,8497
2858,купа-невеличка,6095
2859,тьмяний,7411
2860,шкарпетка,8714
2861,потім,6856
2862,нестерпний,2930
2863,сумний,8712
2864,банда,1083
2865,другий,8491
2866,природа,9482
2867,іспит,1485
2868,розкішний,1893
2869,бажання,5835
2870,груди,2092
2871,адже,5518
2872,кидати,5938
2873,команда,7471
2874,мимо,2713
2875,тривога,411
2876,космос,5837
2877,постійний,4549
2878,число,6343
2879,тривога,7029
2880,ґудзик,5471
2881,означати,9358
2882,єдиний,9799
2883,аж,2488
2884,ремінь,8695
2885,порт,6118
2886,занадто,6311
2887,тютюн,4755
2888,даль,3146
2889,черевик,6937
2890,пристрій,9567
2891,гідність,9853
2892,вказаний,4410
2893,пропадати,96
2894,природа,6580
2895,грати,7870
2896,уточнити,6956
2897,важкий,7481
2898,правильний,4042
2899,відповісти,2421
2900,задерти,9647
2901,поява,306
2902,вперед,6503
2903,похмуро,6156
2904,перебивати,7869
2905,ручка,460
2906,вигнати,2768
2907,кордон,8921
2908,народ,7921
2909,ковзати,769
2910,знищення,6604
2911,перед,3080
2912,коваль,7141
2913,услати,387
2914,процес,2430
2915,століття,4182
2916,благати,2860
2917,зарплата,6424
2918,простір,4213
2919,безпорадний,7883
2920,гіркий,2447
2921,в'язниця,2056
2922,спорт,2994
2923,нині,425
2924,запустити,1823
2925,вивчити,5287
2926,гідність,8762
2927,мета,6308
2928,самостійно,6440
2929,виднітися,6125
2930,вечір,3444
2931,порада,4394
2932,деякий,8186
2933,академік,8407
2934,чоловічок,1474
2935,ідея,2415
2936,висіти,2426
2937,олівець,960
2938,спасти,3262
2939,багаття,9094
2940,недолік,4049
2941,команда,8810
2942,важкий,3425
2943,несподіваний,2104
2944,спосіб,6670
2945,заборонити,7826
2946,соціалістичний,5434
2947,мета,2055
2948,зловити,4261
2949,плід,3946
2950,набір,3036
2951,прем'єра,6113
2952,матерія,913
2953,вираз,7808
2954,будівництво,69
2955,прощення,6109
2956,зловити,3239
2957,благати,3247
2958,спорт,9718
2959,актриса,8454
2960,ідея,321
2961,соціалістичний,459
2962,легко,9970
2963,актриса,7656
2964,художній,7444
2965,прелесть,8974
2966,через,1698
2967,природний,488
2968,вибирати,2347
2969,зупинити,7780
2970,міркування,5847
2971,кут,4508
2972,господь,3025
2973,рот,687
2974,неправда,1361
2975,дрімати,6362
2976,звільнити,7125
2977,плід,3403
2978,м'який,5432
2979,звільнення,3781
2980,підкинути,9211
2981,вовк,990
2982,серйозний,6313
2983,степ,8235
2984,монета,9361
2985,медицина,5503
2986,метелик,1462
2987,деякий,515
2988,чоловічок,7838
2989,академік,4285
2990,червонй,236
2991,затримати,391
2992,решітка,1204
2993,гроші,4314
2994,приятель,564
2995,століття,4952
2996,розводити,6529
2997,серйозний,8033
2998,ставити,8923
2999,брову,1284
3000,іспит,7386
3001,вечір,2289
3002,юний,8794
3003,розлад,8627
3004,реклама,7655
3005,яблуко,2795
3006,сумнівний,9147
3007,провінція,7259
3008,сумний,7633
3009,салон,2582
3010,угодний,779
3011,несподівано,5838
3012,демократія,636
3013,художній,2256
3014,приятель,4627
3015,актриса,3644
3016,темніти,4090
3017,знаходити,5680
3018,черевик,5518
3019,летіти,7166
3020,услати,2371
3021,роса,1555
3022,прошепотіти,2595
3023,склянка,2714
3024,падати,2620
3025,знищення,8116
3026,заборонити,5434
3027,тривога,5656
3028,обуритися,5077
3029,звільнити,1280
3030,князь,7604
3031,протягувати,3930
3032,монета,6342
3033,здалеку,3243
3034,кордон,7817
3035,скинути,8807
3036,вітрина,9707
3037,порода,790
3038,художній,6750
3039,банк,7915
3040,один,2602
3041,хотіти,9414
3042,хід,8330
3043,роса,4143
3044,заробити,6790
3045,мить,1406
3046,роса,7752
3047,дружно,34
3048,раніше,6322
3049,заплакати,207
3050,страта,6584
3051,через,1125
3052,щур,6389
3053,розвернутися,9362
3054,викинути,3120
3055,витягувати,2255
3056,їжа,8221
3057,тривога,4861
3058,житель,331
3059,мотоцикл,5982
3060,самостійно,7476
3061,радити,539
3062,фахівець,9639
3063,при,9876
3064,єдиний,4043
3065,при,9224
3066,хата,1488
3067,хата,3140
3068,єврейський,5422
3069,розстебнути,8764
3070,один,5019
3071,близько,4796
3072,їжа,2776
3073,податковий,4019
3074,ягода,9742
3075,гіркий,5885
3076,відділ,3158
3077,вигнати,1648
3078,хлопчисько,918
3079,демократія,4543
3080,означати,9913
3081,вітрина,2679
3082,кишеня,6845
3083,теорія,8099
3084,зате,594
3085,зима,3232
3086,конструкція,7206
3087,гроші,1827
3088,ленінград,2599
3089,аналіз,5525
3090,купа-невеличка,1563
3091,щур,4418
3092,епоха,7020
3093,затримати,2685
3094,мимо,4109
3095,виблискувати,6566
3096,хлопчисько,9121
3097,що-небудь,3243
3098,тютюн,4104
3099,медицина,4941
3100,яблуко,4137
3101,шкільний,5656
3102,м'який,6425
3103,встати,3862
3104,дрібниця,7480
3105,конструкція,4894
3106,адже,8717
3107,командування,7259
3108,натиснути,3096
3109,прохід,1022
3110,безпорадний,4771
3111,протягувати,6184
3112,іспит,165
3113,провал,4259
3114,задерти,4756
3115,падаль,9796
3116,зображати,3341
3117,відзначити,6360
3118,розстебнути,3954
3119,кишеня,4988
3120,їжа,9323
3121,князь,208
3122,темніти,9378
3123,забирати,6409
3124,вітрина,920
3125,ручка,1345
3126,навіщо,4064
3127,тривога,8378
3128,виникнення,1747
3129,дрімати,4580
3130,подвірʼя,8929
3131,іспит,900
3132,в'язниця,5612
3133,написати,7463
3134,паща,5795
3135,пристрій,840
3136,засунути,1197
3137,яблуко,9186
3138,увійти,4031
3139,тута,9752
3140,друкувати,1791
3141,функція,1379
3142,командувач,5028
3143,вітати,3824
3144,сміття,2206
3145,польовий,8111
3146,військовий,9151
3147,матерія,4468
3148,польовий,4137
3149,монета,3005
3150,зате,589
3151,похмуро,1393
3152,товар,487
3153,заробити,9476
3154,вчора,2307
3155,самостійно,7182
3156,вітрина,984
3157,самостійно,6063
3158,протягувати,6043
3159,залучати,2201
3160,подвірʼя,7312
3161,плід,3336
3162,яблуко,7642
3163,натиснути,3633
3164,багряний,580
3165,армійський,6126
3166,брову,247
3167,оборот,3804
3168,місце,5631
3169,розвернутися,1964
3170,мільярд,5896
3171,образа,5272
3172,витримати,9894
3173,прем'єра,6072
3174,підземний,7571
3175,червонй,350
3176,кишеня,8056
3177,полюбити,2678
3178,жити,4427
3179,квапливий,3642
3180,результат,1312
3181,пристрій,4240
3182,витягувати,5469
3183,рис,4643
3184,затримати,2019
3185,засунути,8062
3186,дрімати,2695
3187,податковий,1464
3188,в'язниця,2094
3189,художній,6533
3190,салон,9095
3191,зрідка,5892
3192,дрібниця,4608
3193,головний,3639
3194,підлога,1780
3195,дошлий,331
3196,зображати,3781
3197,блін,4612
3198,їсти,2641
3199,промовчати,5917
3200,інтернет,5750
3201,сумнівний,5943
3202,правильний,7327
3203,зрідка,674
3204,зупинити,7568
3205,боєць,6861
3206,пані,746
3207,інвалід,8594
3208,ґазда,2675
3209,деякий,4605
3210,гуляти,409
3211,червонй,4586
3212,казна-хто,7462
3213,сміття,9220
3214,висловлюватися,2436
3215,шкіра,91
3216,закласти,5185
3217,увійти,9265
3218,о,3009
3219,решітка,1635
3220,терапія,6725
3221,будівництво,5001
3222,мить,6026
3223,пісня,1861
3224,співати,8090
3225,купа-невеличка,1458
3226,затягнутися,3605
3227,міф,5330
3228,склянка,3859
3229,досліджено,8210
3230,деякий,1031
3231,бок,5125
3232,мета,8394
3233,рот,1223
3234,порівняння,4752
3235,гуляти,4136
3236,щось,7637
3237,функція,589
3238,господь,4312
3239,мимо,6067
3240,зрозумілий,4839
3241,заробити,3870
3242,вечір,1698
3243,лівий,7475
3244,простір,655
3245,друкувати,7772
3246,сміливий,1147
3247,заплакати,9697
3248,виблискувати,4226
3249,зупинити,2805
3250,сумний,4147
3251,вивчити,5701
3252,головка,9783
3253,перед,1852
3254,редактор,6781
3255,мимо,7608
3256,заробити,525
3257,трясти,9478
3258,ідея,6985
3259,знімати,662
3260,поява,1247
3261,мотоцикл,2147
3262,епоха,3455
3263,зате,6912
3264,мимо,9762
3265,безпорадний,1664
3266,спорт,1231
3267,товар,896
3268,друкувати,7075
3269,ідея,6538
3270,друкувати,603
3271,потягнутися,3887
3272,самостійно,2250
3273,зображати,7818
3274,угодний,1906
3275,виражений,425
3276,шкіра,4903
3277,настати,6167
3278,о,4258
3279,пані,5388
3280,заплакати,7881
3281,вовк,8863
3282,промовчати,1654
3283,реклама,2412
3284,командування,4847
3285,командування,1970
3286,тисяча,5038
3287,навіщо,5621
3288,поставити,7365
3289,художній,7774
3290,розвинений,1374
3291,дорогий,1353
3292,зображати,3829
3293,помовчати,6390
3294,вивчити,5225
3295,метелик,9028
3296,заклик,9899
3297,видимо,3113
3298,юний,9068
3299,даль,5374
3300,висіти,4235
3301,паща,9534
3302,вчора,7607
3303,нога,6043
3304,функція,8850
3305,сумний,9735
3306,поріг,1727
3307,адвокат,4637
3308,збудження,6050
3309,здригнутися,7308
3310,кут,1846
3311,незвичайний,5483
3312,головний,1570
3313,протягувати,2740
3314,м'який,1813
3315,актриса,3219
3316,даль,5549
3317,співрозмовник,1757
3318,несподіваний,1952
3319,розкішний,5159
3320,товар,8442
3321,помовчати,9047
3322,купа-невеличка,330
3323,провал,1568
3324,бочок,5058
3325,який,2820
3326,чітко,3651
3327,тьмяний,4359
3328,грати,4160
3329,ґазда,1353
3330,співрозмовник,1489
3331,щур,9073
3332,намір,6070
3333,виражений,4664
3334,адже,5064
3335,мимо,7862
3336,ковзати,4680
3337,адже,7656
3338,команда,5062
3339,поставити,6009
3340,жорстокий,4073
3341,міркування,7231
3342,уточнити,4786
3343,заклик,8423
3344,провінція,1728
3345,відповісти,3611
3346,байдужий,7168
3347,тута,4497
3348,відзначити,8381
3349,лівий,9053
3350,нестерпний,4577
3351,наполегливо,8198
3352,легко,9027
3353,безпорадний,445
3354,забирати,3243
3355,кора,4921
3356,гіркий,8420
3357,зрозумілий,5530
3358,означати,5316
3359,зрозумілий,6964
3360,перебивати,7524
3361,виблискувати,4773
3362,зате,6560
3363,кільце,5268
3364,інший,40
3365,зелений,7084
3366,новий,1287
3367,звільнити,5318
3368,бочок,5563
3369,жорстокий,7413
3370,яблуко,5859
3371,реклама,2382
3372,заспокоїтися,6611
3373,супроводжуватися,3707
3374,темніти,6427
3375,пропадати,1710
3376,нестерпний,9139
3377,розвинений,8295
3378,хлопець,3108
3379,демократія,8692
3380,поставити,2098
3381,перетнути,6568
3382,банда,6568
3383,простір,9245
3384,процес,5160
3385,сонце,209
3386,художній,5880
3387,вскакивать,4898
3388,господь,6220
3389,міркування,8689
3390,збудження,2165
3391,бригада,3401
3392,палата,291
3393,хлопець,5165
3394,означати,6716
3395,іспит,6148
3396,ремінь,4137
3397,медицина,2083
3398,заклад,5753
3399,дорогий,7925
3400,услати,9236
3401,дрімати,7710
3402,інтелектуальний,7132
3403,бок,5005
3404,рідкий,5299
3405,дрібниця,1839
3406,дівка,3468
3407,безглуздий,729
3408,пропадати,878
3409,безглуздий,7911
3410,виражений,1362
3411,встати,4937
3412,танцювати,4382
3413,сміятися,3628
3414,який,4782
3415,за,6469
3416,перед,2144
3417,приходити,1584
3418,блискучий,8552
3419,труп,2085
3420,ґаздиня,9497
3421,домогтися,4953
3422,синок,2283
3423,приходити,5073
3424,знищення,482
3425,тривога,1300
3426,нині,8995
3427,міра,9887
3428,соціалістичний,4152
3429,розлад,9014
3430,голубчик,6144
3431,видимо,695
3432,зупинити,8562
3433,функція,4065
3434,підлога,2758
3435,яскраво,3156
3436,сумнівний,1811
3437,падаль,6443
3438,зміна,7737
3439,навіщо,7317
3440,білизна,1537
3441,солома,6554
3442,порівняння,806
3443,червонй,5926
3444,розвинений,7412
3445,район,9762
3446,угодний,3733
3447,досліджено,2620
3448,встати,2408
3449,виражений,1760
3450,міф,538
3451,присвятити,5997
3452,дівка,2806
3453,яблуко,5491
3454,купа,2994
3455,знімати,3472
3456,мета,3178
3457,від'їзд,4489
3458,танцювати,7388
3459,рот,7473
3460,й,9111
3461,летіти,5994
3462,дрімати,3697
3463,адвокат,7047
3464,адвокат,3762
3465,штаб,4238
3466,через,1366
3467,трясти,6320
3468,висіти,5193
3469,ніж,7000
3470,блін,3892
3471,факультет,6453
3472,зелений,8358
3473,щур,7541
3474,вираз,5192
3475,помовчати,8340
3476,супроводжуватися,1464
3477,здригнутися,2579
3478,салон,4368
3479,єврейський,7106
3480,реклама,6404
3481,прем'єра,554
3482,вмирати,8966
3483,природний,2018
3484,вовк,2607
3485,взагалі,3473
3486,темніти,7952
3487,полюбити,4978
3488,домогтися,4447
3489,отже,2251
3490,означати,2452
3491,трубка,9039
3492,квапливий,2435
3493,триста,5647
3494,податковий,3602
3495,сонце,3201
3496,валюта,3583
3497,пристрасть,7720
3498,похорон,2572
3499,число,4935
3500,радити,7526
3501,кордон,1160
3502,терапія,3248
3503,салон,1569
3504,прем'єра,4810
3505,військовий,9999
3506,ліхтарик,2507
3507,прихований,312
3508,м'який,5381
3509,небезпека,6528
3510,постійний,5572
3511,зате,351
3512,зима,8347
3513,аж,2381
3514,здригнутися,8274
3515,спасти,7622
3516,пристрасть,8535
3517,ланцюжок,9945
3518,пані,9810
3519,потім,5321
3520,чотири,5399
3521,звільнити,2596
3522,висловлюватися,7977
3523,пані,4083
3524,приятель,6006
3525,супроводжуватися,3204
3526,червонй,3627
3527,вітати,5102
3528,прем'єра,4176
3529,яблуко,9069
3530,раніше,1642
3531,реклама,2018
3532,кидати,8346
3533,серйозний,813
3534,спорт,6564
3535,виражений,6712
3536,отже,916
3537,мʼята,2048
3538,знищення,2946
3539,очко,3603
3540,важкий,8071
3541,зловити,6400
3542,серйозний,8994
3543,гараж,8066
3544,район,880
3545,вітати,4965
3546,дальній,3675
3547,торгівля,2864
3548,важливий,6770
3549,неправда,1107
3550,комунізм,3367
3551,незвичайний,9778
3552,бок,9694
3553,знищення,5991
3554,поїзд,8081
3555,діставати,1841
3556,юний,3874
3557,пити,9042
3558,рідкий,4182
3559,бажання,9529
3560,наполегливо,879
3561,квапливий,8555
3562,каюта,5235
3563,виражений,4280
3564,податковий,8404
3565,інший,1346
3566,незвичайний,4138
3567,розкішний,2312
3568,здалеку,8085
3569,теорія,9399
3570,затягнутися,6355
3571,точно,673
3572,труп,3264
3573,викинути,4945
3574,безглуздий,2345
3575,каюта,311
3576,важкий,6739
3577,а,982
3578,помовчати,4192
3579,деякий,7297
3580,пані,7153
3581,щось,4937
3582,уточнити,4847
3583,бригада,4609
3584,набір,8015
3585,полюбити,7977
3586,міркування,4087
3587,художній,6558
3588,мить,8075
3589,сходити,5606
3590,лівий,2006
3591,медицина,8981
3592,ніч,6413
3593,загроза,5518
3594,ґудзик,279
3595,трубка,9169
3596,пірʼя,5828
3597,банк,5994
3598,здалеку,2247
3599,багряний,6664
3600,природа,3816
3601,інвалід,7681
3602,порівняння,805
3603,летіти,910
3604,гуляти,8646
3605,розуміти,1669
3606,голубчик,6179
3607,брову,77
3608,конференція,5968
3609,ковзати,4995
3610,більше,9930
3611,мета,4393
3612,функція,1445
3613,кільце,6199
3614,плід,4933
3615,поставити,9303
3616,степ,5383
3617,голубчик,6553
3618,бригада,7501
3619,простір,8949
3620,постійний,1071
3621,чоловічок,5831
3622,мигнути,3339
3623,вчений,7798
3624,багряний,3022
3625,друкувати,7615
3626,направо,7484
3627,в'язниця,5934
3628,міркування,5572
3629,вибирати,6321
3630,приятель,5348
3631,за,2029
3632,очко,2233
3633,почуття,7006
3634,аналіз,1364
3635,знімати,2837
3636,прірва,9327
3637,груди,6916
3638,функція,222
3639,перетнути,7381
3640,спорт,7987
3641,колектив,6930
3642,падаль,606
3643,пастух,8352
3644,міркування,8810
3645,свіжий,4794
3646,фахівець,1345
3647,хід,8247
3648,зарплата,3882
3649,падаль,6400
3650,подвірʼя,1460
3651,співрозмовник,5882
3652,співати,6102
3653,залучати,6650
3654,висіти,3179
3655,спорт,5739
3656,зелений,2257
3657,незвичайний,4598
3658,дружно,7470
3659,колишній,3967
3660,армійський,2719
3661,факультет,9438
3662,ліхтарик,4238
3663,єврейський,1471
3664,плавно,1083
3665,редактор,271
3666,недолік,376
3667,деякий,329
3668,реклама,1793
3669,зміна,9357
3670,армійський,54
3671,народ,3203
3672,вмирати,4315
3673,вскакивать,6
3674,заява,9433
3675,зрідка,4546
3676,комунізм,5371
3677,перебивати,3468
3678,простір,8757
3679,звільнення,1278
3680,ґазда,5950
3681,інвалід,7752
3682,роса,3653
3683,пристрій,2721
3684,багаття,3752
3685,метал,8330
3686,монета,9576
3687,здригатися,3906
3688,заплакати,8856
3689,теорія,6242
3690,простір,9618
3691,підкинути,5471
3692,адвокат,4065
3693,кільце,6590
3694,ленінград,837
3695,виконувати,6270
3696,хліб,6919
3697,шкіра,166
3698,викинути,5918
3699,нарада,2619
3700,кут,7734
3701,прохід,4800
3702,танцювати,112
3703,залучати,5786
3704,заплакати,5792
3705,упор,1827
3706,дальній,4677
3707,конструкція,4175
3708,вивчити,4141
3709,затримати,6849
3710,присвятити,6631
3711,космос,4957
3712,прем'єра,3631
3713,склянка,99
3714,князь,3582
3715,сумнівний,9579
3716,насолода,4961
3717,блін,3403
3718,бажання,8928
3719,заплакати,3763
3720,вечір,1939
3721,небезпека,1781
3722,століття,9940
3723,століття,6098
3724,яскраво,377
3725,салон,9711
3726,страта,6135
3727,важкий,6191
3728,адже,3285
3729,вскакивать,8635
3730,блін,2116
3731,рот,4102
3732,що-небудь,1100
3733,казна-хто,7742
3734,правління,611
3735,валюта,3058
3736,відзначити,84
3737,торгівля,4264
3738,вивести,7413
3739,палець,6480
3740,викинути,6162
3741,перебивати,604
3742,гараж,3505
3743,медицина,8172
3744,виднітися,8480
3745,мимо,5525
3746,перед,958
3747,олівець,4101
3748,зима,640
3749,синок,2385
3750,бак,7702
3751,засунути,7412
3752,яблуко,5663
3753,коричневий,520
3754,пірʼя,5982
3755,трубка,8373
3756,міркування,7916
3757,мить,8668
3758,благати,8712
3759,покидати,6950
3760,покидати,924
3761,занадто,2374
3762,прохід,1979
3763,низький,3980
3764,ставити,7310
3765,вираз,4021
3766,засунути,3005
3767,домогтися,1473
3768,розвинений,6657
3769,ковзати,1681
3770,сміття,8417
3771,холодно,5465
3772,єврейський,5808
3773,провінція,6592
3774,товар,7699
3775,адже,1483
3776,порівняння,3148
3777,встати,1878
3778,ремінь,4766
3779,дрімати,3908
3780,супроводжуватися,2558
3781,рот,1754
3782,господь,5399
3783,кільце,1764
3784,дрімати,4410
3785,поставити,5792
3786,оборот,1631
3787,лапа,6475
3788,правий,1838
3789,яблуко,9347
3790,салон,6166
3791,призначити,5067
3792,природний,1134
3793,бочок,9015
3794,п'ятеро,3104
3795,серйозний,678
3796,жорстокий,4248
3797,й,3031
3798,порода,6029
3799,знаходити,7308
3800,адже,6792
3801,дорогий,3563
3802,недолік,2568
3803,банда,9243
3804,ґудзик,9302
3805,безглуздий,7155
3806,ґазда,2251
3807,виднітися,1827
3808,пропадати,1788
3809,банда,954
3810,адвокат,2600
3811,кордон,6827
3812,упор,3314
3813,штаб,5660
3814,приятель,3872
3815,зупинити,8556
3816,житель,9239
3817,безглуздий,2333
3818,вовк,312
3819,прірва,5472
3820,спалити,8725
3821,триста,883
3822,низький,8364
3823,розстебнути,5032
3824,угодний,8933
3825,вибирати,6754
3826,танцювати,1926
3827,аналіз,8735
3828,розстебнути,7366
3829,вчений,217
3830,падати,387
3831,брову,5520
3832,угодний,8086
3833,шкіра,3119
3834,пані,1553
3835,пропадати,3811
3836,метелик,6693
3837,єврейський,9455
3838,міркування,9322
3839,заробити,7361
3840,присвятити,3111
3841,зелений,1430
3842,поставити,2877
3843,термін,928
3844,решітка,6334
3845,міф,8073
3846,раніше,8381
3847,пристойний,5046
3848,обуритися,3522
3849,їжа,5945
3850,вказаний,6410
3851,радість,6917
3852,боєць,8192
3853,білизна,124
3854,витримати,5107
3855,багряний,5860
3856,означати,5545
3857,затягнутися,2237
3858,шолом,4952
3859,колишній,7944
3860,степ,9684
3861,можливо,7234
3862,міркування,930
3863,отже,4075
3864,угодний,4156
3865,тютюн,6622
3866,зима,6018
3867,звільнити,3547
3868,командир,5835
3869,набір,5742
3870,міф,1830
3871,який,4125
3872,співати,3234
3873,податковий,3952
3874,лівий,4193
3875,потім,6240
3876,заява,9247
3877,хліб,4823
3878,функція,9528
3879,болото,9708
3880,дорогий,5139
3881,процес,2201
3882,провал,3247
3883,тривога,1075
3884,через,841
3885,холодно,57
3886,палець,6125
3887,різноманітний,7348
3888,застосовуватися,3241
3889,близько,6085
3890,витримати,2891
3891,мигнути,1738
3892,адвокат,53
3893,ставити,4171
3894,навіщо,6285
3895,банк,1674
3896,поява,2188
3897,палець,1452
3898,метал,5103
3899,бажання,8788
3900,прощення,2893
3901,болото,9183
3902,розвернутися,2612
3903,функція,5045
3904,яскраво,2287
3905,засунути,1580
3906,висіти,237
3907,пастух,1553
3908,бігати,3502
3909,адвокат,6107
3910,вибирати,3670
3911,свіжий,7232
3912,залучати,2222
3913,небезпека,6521
3914,дрібниця,8680
3915,спосіб,2057
3916,мить,8201
3917,метал,6978
3918,вперед,1606
3919,кидати,4318
3920,означати,9959
3921,терапія,1083
3922,аналіз,5513
3923,простір,2284
3924,валюта,4659
3925,витримати,4328
3926,природа,5048
3927,століття,4191
3928,сонце,4628
3929,господь,2749
3930,деякий,3096
3931,сходити,9747
3932,упор,7690
3933,вечір,6527
3934,ліловий,174
3935,дрімати,9342
3936,житель,6035
3937,точно,246
3938,вітати,3162
3939,вибирати,9651
3940,жити,7526
3941,закласти,2794
3942,ліхтарик,7098
3943,болото,4870
3944,гуляти,9675
3945,ніч,7725
3946,діловий,9825
3947,конференція,8167
3948,розводити,2326
3949,фахівець,2804
3950,через,5573
3951,радити,1543
3952,комунізм,1328
3953,бак,6892
3954,медицина,7215
3955,співати,9663
3956,плід,5834
3957,витримати,430
3958,їсти,4642
3959,поріг,4764
3960,міра,3683
3961,вираз,9707
3962,похорон,7839
3963,важкий,5075
3964,природа,3686
3965,правий,9472
3966,чотири,5685
3967,розвернутися,8516
3968,покинути,1633
3969,інвалід,6703
3970,чоловічок,4042
3971,нарада,290
3972,угодний,7792
3973,поїзд,8195
3974,приходити,1253
3975,ставити,5506
3976,господь,3051
3977,зате,8733
3978,прелесть,6853
3979,сумнівний,1585
3980,палата,4954
3981,багаття,849
3982,неправда,1000
3983,радити,4639
3984,уточнити,6394
3985,збудження,3950
3986,здригнутися,6137
3987,ремінь,5820
3988,застосовуватися,9758
3989,правий,5820
3990,космос,2497
3991,один,6466
3992,труп,8280
3993,так,1345
3994,відповісти,4201
3995,спосіб,5091
3996,купа,5739
3997,радити,5610
3998,художній,5978
3999,поява,7200
4000,легко,8785
4001,небезпека,7374
4002,палата,1341
4003,здригатися,721
4004,сходити,1351
4005,а,543
4006,викинути,7318
4007,інший,176
4008,кпсс,6351
4009,лапа,7044
4010,прем'єра,9982
4011,казна-хто,1075
4012,вовк,9293
4013,коваль,7615
4014,здригнутися,2725
4015,спорт,9345
4016,художній,1422
4017,реклама,4853
4018,палець,417
4019,кордон,2098
4020,прохід,9997
4021,результат,2784
4022,банк,3601
4023,раніше,4162
4024,збудження,9147
4025,несподіваний,57
4026,дружно,9900
4027,близько,2001
4028,вираз,9836
4029,навряд,1954
4030,мотоцикл,681
4031,неправда,4791
4032,уникати,4320
4033,написати,1140
4034,лапа,7459
4035,розкішний,9773
4036,домогтися,6083
4037,гіркий,9617
4038,вказаний,7935
4039,головний,2759
4040,радити,5693
4041,монета,5844
4042,направо,8414
4043,груди,4671
4044,безглуздий,267
4045,метелик,756
4046,навряд,6159
4047,поставити,5202
4048,наполегливо,2846
4049,подробиця,8620
4050,зате,4435
4051,колектив,5702
4052,о,6785
4053,нестерпний,8018
4054,супроводжуватися,5603
4055,єдиний,2348
4056,раніше,5371
4057,заборонити,4094
4058,палиця,9850
4059,нині,5718
4060,висіти,4083
4061,пропадати,9101
4062,червень,6547
4063,різноманітний,981
4064,процес,4779
4065,поява,5148
4066,покоління,7336
4067,заклад,2614
4068,кишеня,8173
4069,пристрій,1754
4070,точно,2826
4071,космос,604
4072,коваль,124
4073,лівий,7318
4074,диявол,6966
4075,палиця,6884
4076,космос,3781
4077,простір,6924
4078,правління,4076
4079,зрідка,3709
4080,болісно,5166
4081,нестерпний,1027
4082,зрідка,4162
4083,вираз,7501
4084,гуляти,2413
4085,ніч,3746
4086,податковий,1303
4087,медицина,1029
4088,зображати,3089
4089,синок,3377
4090,вітати,4148
4091,пропадати,2521
4092,натиснути,9914
4093,роса,3450
4094,мимо,1217
4095,керівник,7610
4096,безглуздий,5868
4097,а,6985
4098,труп,4936
4099,холодно,1915
4100,набір,2569
4101,висіти,2247
4102,груди,5457
4103,вперед,8979
4104,ґазда,4332
4105,синок,4396
4106,заклад,4069
4107,термін,6153
4108,червʼяк,9581
4109,уточнити,7344
4110,інший,1194
4111,відповісти,6535
4112,купа-невеличка,3096
4113,функція,8592
4114,вітрина,7572
4115,боєць,2955
4116,лівий,824
4117,міркування,9053
4118,адже,2545
4119,хлопець,1068
4120,хліб,6661
4121,болісно,3996
4122,підземний,828
4123,військовий,6076
4124,ніч,2933
4125,збільшуватися,8331
4126,від'їзд,6044
4127,точно,56
4128,боєць,6862
4129,неправда,6620
4130,багряний,2799
4131,прем'єра,9608
4132,черговий,294
4133,район,4462
4134,потім,5484
4135,дружно,6039
4136,збудження,3322
4137,кпсс,5508
4138,розлад,9037
4139,соціалістичний,6086
4140,близько,5141
4141,розкішний,9556
4142,задерти,8777
4143,домогтися,4860
4144,степ,6761
4145,чоловічок,6641
4146,вигнати,5219
4147,лягати,8317
4148,єдиний,2667
4149,загроза,1969
4150,співати,8457
4151,дихання,5400
