id,alarm_id,object_id
1702,7625,9340
1703,9176,3781
1704,5565,9271
1705,968,423
1706,7621,1459
1707,9930,2823
1708,4181,5572
1709,930,1070
1710,836,9572
1711,8638,7559
1712,9028,4862
1713,210,6859
1714,5253,1338
1715,4211,5572
1716,3326,9957
1717,9013,2550
1718,7268,9800
1719,6480,9401
1720,2475,3815
1721,7529,8620
1722,1875,1316
1723,9950,6549
1724,5356,3316
1725,6215,8187
1726,7362,5644
1727,3761,3608
1728,4295,590
1729,1857,3127
1730,251,1413
1731,7191,2033
1732,3544,3388
1733,4344,1779
1734,8118,6948
1735,4273,4089
1736,4647,949
1737,9187,1320
1738,8543,3650
1739,4870,1503
1740,1939,431
1741,6479,9562
1742,9105,9602
1743,4888,7993
1744,4456,1547
1745,40,1540
1746,7858,1253
1747,2702,8577
1748,2587,9669
1749,2940,922
1750,8657,346
1751,3808,9534
1752,7501,1756
1753,8027,2547
1754,479,7859
1755,7131,4197
1756,3859,3796
1757,498,7023
1758,4184,1790
1759,1270,3446
1760,1778,427
1761,8916,369
1762,9130,5465
1763,6315,6629
1764,7070,7941
1765,8844,9799
1766,8043,9061
1767,1323,8695
1768,4814,4677
1769,1746,5110
1770,5501,4667
1771,8693,5771
1772,8187,7834
1773,5938,3056
1774,7575,3542
1775,5723,701
1776,1935,4649
1777,5754,1
1778,5229,6710
1779,8826,1914
1780,2417,4633
1781,6960,6213
1782,3972,2983
1783,8394,5007
1784,4635,8658
1785,5050,7709
1786,2075,8082
1787,5683,2908
1788,672,6280
1789,7951,5880
1790,3435,1118
1791,1183,2487
1792,4504,2438
1793,719,90
1794,4016,5104
1795,2429,4804
1796,2544,3268
1797,9671,8097
1798,8223,4076
1799,7047,9908
1800,6200,1207
1801,3171,8781
1802,1949,5943
1803,7777,7001
1804,8721,8037
1805,2402,8885
1806,1075,1548
1807,5522,8218
1808,2137,9211
1809,6979,1039
1810,745,2415
1811,9961,6013
1812,7827,3488
1813,256,1205
1814,1690,9500
1815,8085,8024
1816,7454,8982
1817,4635,9294
1818,1733,5629
1819,6706,5571
1820,109,5140
1821,9955,5572
1822,8607,6414
1823,8563,8401
1824,7625,3925
1825,612,8174
1826,6467,5780
1827,8156,746
1828,1462,3708
1829,6270,3537
1830,6471,9837
1831,1488,5083
1832,606,3717
1833,4245,7179
1834,9486,5114
1835,631,3822
1836,2794,5530
1837,3540,8153
1838,6167,515
1839,3352,7081
1840,2894,3158
1841,9380,8966
1842,7380,3357
1843,739,7263
1844,4882,7840
1845,4408,9564
1846,7681,6642
1847,2153,175
1848,3726,7882
1849,6584,1312
1850,5852,8682
1851,7612,2914
1852,5676,2832
1853,3440,1664
1854,6680,3022
1855,6012,6026
1856,5676,6772
1857,445,2244
1858,3619,1434
1859,8544,498
1860,4476,8112
1861,211,2827
1862,8354,9850
1863,3513,9169
1864,58,9769
1865,7679,5101
1866,1242,3584
1867,3013,6430
1868,4576,3005
1869,886,2758
1870,2471,7703
1871,2453,8735
1872,353,6785
1873,6285,2978
1874,1287,3435
1875,1048,966
1876,7522,5678
1877,5357,2243
1878,9600,9779
1879,7846,7303
1880,4545,7208
1881,1664,8567
1882,3861,8343
1883,4540,1537
1884,1529,3872
1885,5572,8479
1886,7814,2078
1887,5401,2991
1888,5005,7944
1889,3231,8832
1890,7966,2748
1891,2724,1328
1892,4656,2985
1893,7201,5565
1894,6104,7032
1895,9413,2276
1896,6134,5687
1897,6746,8819
1898,2022,575
1899,8021,8249
1900,1973,984
1901,3563,899
1902,947,1206
1903,9109,2422
1904,2637,5560
1905,6159,4330
1906,6018,2073
1907,1411,7794
1908,8985,4131
1909,2000,4501
1910,4610,3016
1911,8930,6420
1912,9096,3651
1913,5541,2417
1914,304,9527
1915,6300,2077
1916,4842,5608
1917,8133,7239
1918,9572,5433
1919,9851,9684
1920,2992,1957
1921,8063,4917
1922,311,2041
1923,2792,8165
1924,4558,9773
1925,7206,8666
1926,5650,6325
1927,9115,4838
1928,6010,9519
1929,9163,4566
1930,3350,5428
1931,306,6104
1932,5461,5873
1933,8988,3243
1934,5628,6920
1935,4361,504
1936,7685,7314
1937,6802,1244
1938,6230,3714
1939,9144,6793
1940,210,1253
1941,326,4757
1942,1010,5189
1943,9110,6784
1944,7027,3504
1945,9547,7788
1946,6222,5088
1947,396,6360
1948,449,3058
1949,7030,8960
1950,3376,2161
1951,8575,5086
1952,5987,3590
1953,5410,8630
1954,4713,7500
1955,1752,8365
1956,1315,5750
1957,4268,3106
1958,2050,5446
1959,1106,7431
1960,5449,7574
1961,7746,326
1962,2931,9818
1963,9848,5506
1964,9158,6123
1965,3781,6584
1966,8781,9257
1967,1243,8800
1968,7551,8789
1969,8158,5524
1970,1830,9014
1971,4642,3380
1972,6027,8597
1973,7190,588
1974,5431,8453
1975,5771,1459
1976,1380,6092
1977,2660,3682
1978,2850,7493
1979,9459,9879
1980,1315,9775
1981,7839,4264
1982,7396,4690
1983,9030,5194
1984,7161,543
1985,1136,5991
1986,4071,7511
1987,3760,8599
1988,95,3726
1989,5202,8370
1990,6198,8218
1991,5742,2501
1992,8485,2572
1993,2999,1845
1994,3590,7321
1995,7298,7434
1996,9638,8406
1997,6872,833
1998,6886,4709
1999,124,4300
2000,7363,2056
2001,6039,3094
2002,7367,4972
2003,5014,1252
2004,5286,9586
2005,2158,2880
2006,1888,7197
2007,1865,981
2008,3071,3324
2009,5714,2573
2010,8460,8568
2011,6922,2272
2012,7840,5014
2013,3446,7339
2014,9704,7211
2015,5079,1138
2016,1216,8755
2017,1105,2532
2018,6869,6055
2019,2284,5733
2020,3573,8670
2021,817,4478
2022,5940,7772
2023,4220,6462
2024,4618,2720
2025,9051,3333
2026,4008,8494
2027,1765,8952
2028,1197,558
2029,4078,1395
2030,6881,4783
2031,605,7997
2032,9194,8462
2033,2905,7780
2034,4947,6481
2035,602,3552
2036,9233,4482
2037,9842,4191
2038,2320,5182
2039,8464,9221
2040,5550,6698
2041,485,1796
2042,9088,7498
2043,9176,7382
2044,7968,4515
2045,9238,4903
2046,4929,4064
2047,6333,3696
2048,774,5519
2049,8416,3943
2050,7607,2457
2051,6986,2553
2052,156,5282
2053,6169,6375
2054,2582,4848
2055,7710,2439
2056,3089,3313
2057,8947,3478
2058,9585,5751
2059,2923,8644
2060,6472,6806
2061,7246,5360
2062,4742,9370
2063,919,983
2064,3324,6543
2065,9345,9104
2066,969,8187
2067,4413,6346
2068,2672,412
2069,3354,8528
2070,6857,1429
2071,4128,6589
2072,567,4362
2073,8446,7610
2074,1935,6763
2075,1014,3085
2076,262,2443
2077,7185,4379
2078,6350,5222
2079,245,6876
2080,3870,9009
2081,3037,3361
2082,2756,225
2083,8746,7707
2084,6241,6904
2085,3341,3263
2086,957,4546
2087,1674,2360
2088,8266,1612
2089,794,6230
2090,8655,4823
2091,447,3782
2092,3696,471
2093,7286,4131
2094,8001,7372
2095,6339,1722
2096,96,8031
2097,2838,605
2098,9297,8509
2099,4517,9543
2100,7852,3299
2101,5719,7539
2102,3321,9112
2103,6623,5236
2104,1663,9716
2105,6332,6435
2106,9263,1849
2107,3115,8437
2108,1725,5636
2109,2448,8480
2110,4194,8443
2111,5547,7527
2112,1620,38
2113,3752,8600
2114,829,8549
2115,8569,2542
2116,9579,5914
2117,638,6744
2118,8249,2900
2119,3628,5389
2120,3414,1040
2121,3398,8479
2122,930,6836
2123,3132,4287
2124,533,3107
2125,2766,4458
2126,2702,4904
2127,8776,7472
2128,6364,6998
2129,8866,8234
2130,8731,8755
2131,8281,1323
2132,7047,2683
2133,2372,584
2134,432,4259
2135,636,2055
2136,1724,6511
2137,3644,1118
2138,2776,9882
2139,9996,8774
2140,1197,5759
2141,7317,3610
2142,4011,9429
2143,602,6277
2144,9677,1799
2145,8080,5542
2146,3155,4398
2147,9335,638
2148,9740,9804
2149,1900,9230
2150,616,5641
2151,3360,3931
2152,3020,4586
2153,9546,2542
2154,7564,650
2155,3454,5914
2156,3744,2962
2157,7191,7841
2158,3101,490
2159,1336,3725
2160,6824,5900
2161,9464,1660
2162,7532,7357
2163,6492,2834
2164,7387,37
2165,47,4815
2166,4929,4693
2167,4605,1692
2168,6681,5430
2169,8083,3233
2170,8504,4540
2171,4150,7653
2172,5198,8919
2173,4777,7932
2174,4220,8224
2175,642,1822
2176,9600,9542
2177,5752,8725
2178,2995,8721
2179,3051,3298
2180,4686,7294
2181,1971,8205
2182,5128,9734
2183,916,1595
2184,2018,9937
2185,4061,3425
2186,2181,9154
2187,9025,2943
2188,3994,2342
2189,3015,7540
2190,6789,4591
2191,9220,5173
2192,3733,1176
2193,1707,260
2194,7809,6421
2195,4152,4104
2196,2199,6751
2197,8549,8490
2198,7788,4274
2199,1265,1095
2200,6390,7486
2201,8234,2985
2202,8590,3837
2203,4877,472
2204,6630,8831
2205,6529,1483
2206,8707,564
2207,3054,8065
2208,1857,6939
2209,3218,3793
2210,2007,2946
2211,883,160
2212,5541,1746
2213,9556,7465
2214,3125,43
2215,8176,8692
2216,6970,6734
2217,3844,679
2218,3820,1914
2219,204,5380
2220,1083,9352
2221,6541,7287
2222,8399,8064
2223,4992,544
2224,5991,3667
2225,8415,759
2226,8126,3221
2227,3509,3308
2228,9629,2057
2229,6049,9290
2230,5665,3358
2231,131,4878
2232,5430,6084
2233,9134,2217
2234,5296,1618
2235,9616,9026
2236,9878,3766
2237,7623,6574
2238,855,8022
2239,3638,2333
2240,7325,261
2241,1996,4513
2242,6437,3130
2243,2865,9847
2244,8505,5927
2245,620,3084
2246,6142,9178
2247,5893,8692
2248,9479,5050
2249,592,3770
2250,1023,267
2251,1218,716
2252,8150,2117
2253,1862,7756
2254,2456,480
2255,9371,9204
2256,9492,5909
2257,993,9450
2258,3785,3359
2259,3000,1929
2260,6848,8926
2261,9172,6578
2262,9958,6327
2263,5272,9651
2264,8841,9842
2265,1622,1147
2266,5503,1231
2267,8666,3491
2268,6960,9654
2269,6953,5696
2270,3868,3051
2271,6924,6953
2272,3114,529
2273,6545,729
2274,3924,2619
2275,9838,407
2276,8387,498
2277,9120,6124
2278,8539,5995
2279,3125,3548
2280,7538,5261
2281,2404,4678
2282,3300,8153
2283,986,1502
2284,401,203
2285,9322,5024
2286,5177,5842
2287,8669,855
2288,7842,1319
2289,1083,3168
2290,9693,3911
2291,3212,8028
2292,4786,8966
2293,5036,5026
2294,7505,3139
2295,1149,13
2296,4007,5743
2297,4315,1618
2298,6195,4098
2299,5241,2916
2300,7541,9337
2301,2976,2217
2302,7735,5157
2303,1307,5672
2304,1634,8130
2305,202,4113
2306,6966,421
2307,8756,146
2308,7662,9707
2309,2746,9730
2310,3759,5497
2311,9202,7097
2312,6767,6040
2313,3500,3509
2314,1334,2953
2315,4269,3106
2316,190,4676
2317,4682,7658
2318,7845,893
2319,6505,5754
2320,7756,4140
2321,3618,9836
2322,3720,7919
2323,1735,1678
2324,114,7953
2325,9435,8047
2326,5597,1346
2327,1281,7727
2328,3787,5624
2329,9728,939
2330,4536,565
2331,6379,234
2332,3101,1025
2333,4027,7324
2334,5365,3822
2335,8005,4575
2336,2319,8768
2337,5969,5424
2338,7333,6612
2339,6595,7684
2340,6236,2154
2341,2527,4849
2342,8071,8218
2343,696,2364
2344,1196,1739
2345,5471,8712
2346,6645,1235
2347,6111,5750
2348,5963,1347
2349,2466,2658
2350,8117,841
2351,9470,7764
2352,8805,5223
2353,4665,7023
2354,3129,6900
2355,3363,3716
2356,8914,5757
2357,1033,7267
2358,6398,7032
2359,2523,5504
2360,6225,4388
2361,302,2293
2362,7490,9962
2363,9955,3986
2364,5706,465
2365,5049,7273
2366,5623,9325
2367,63,3254
2368,9793,4259
2369,3990,2195
2370,616,3155
2371,2842,7139
2372,1502,6877
2373,8287,3098
2374,1321,8557
2375,2863,5133
2376,1801,3825
2377,6412,2466
2378,9432,1414
2379,9614,3058
2380,459,5772
2381,4708,3077
2382,8860,2310
2383,7931,5863
2384,754,1070
2385,3855,839
2386,6367,8081
2387,955,6864
2388,7722,5084
2389,1758,1431
2390,8341,1735
2391,2064,3896
2392,6344,2858
2393,3919,8664
2394,6164,1555
2395,3269,3108
2396,4279,610
2397,396,7527
2398,8903,4484
2399,8462,1393
2400,9551,6505
2401,3922,8604
2402,3740,3904
2403,9104,8968
2404,4908,5421
2405,1630,6399
2406,2316,4084
2407,5966,251
2408,1532,4044
2409,9916,8442
2410,7938,7946
2411,6023,3711
2412,9204,8598
2413,5929,4548
2414,5201,7318
2415,5092,4886
2416,3229,6032
2417,5536,3020
2418,155,5234
2419,6133,4376
2420,3520,5202
2421,6308,1242
2422,1568,3588
2423,3837,1041
2424,567,2040
2425,331,1001
2426,5896,5881
2427,8139,2794
2428,9706,4533
2429,5508,2460
2430,5750,5732
2431,5270,8854
2432,3239,2030
2433,8944,6504
2434,8563,5770
2435,2534,9360
2436,3288,6008
2437,8896,7681
2438,1276,3644
2439,4763,8356
2440,4070,2120
2441,9913,1368
2442,1699,9804
2443,6242,5181
2444,2832,9345
2445,6770,6762
2446,8903,2836
2447,976,1806
2448,2694,8212
2449,7207,4680
2450,7356,1763
2451,6712,3661
2452,8691,7583
2453,2766,3947
2454,6322,6606
2455,5811,4274
2456,7001,3902
2457,8802,3233
2458,8170,4747
2459,3889,1299
2460,8747,9388
2461,4610,9175
2462,916,7672
2463,1384,6953
2464,1447,825
2465,5542,2726
2466,8494,6829
2467,2161,9563
2468,6940,2061
2469,8425,179
2470,7461,7607
2471,6493,1187
2472,8501,4907
2473,5393,7311
2474,4557,2458
2475,1044,1348
2476,8808,8110
2477,2018,3574
2478,4370,3607
2479,7064,329
2480,1631,727
2481,4266,6822
2482,1621,8766
2483,2609,9423
2484,6276,520
2485,2683,9778
2486,8002,1685
2487,3982,927
2488,8284,1349
2489,1390,7937
2490,6442,8277
2491,5505,7139
2492,5213,2306
2493,4818,8184
2494,6698,767
2495,6451,1541
2496,4714,2944
2497,2501,5531
2498,5180,3862
2499,9433,8170
2500,994,6588
2501,4638,959
2502,91,6811
2503,3915,8901
2504,2534,2363
2505,3545,4884
2506,6995,6210
2507,4305,8454
2508,4172,4548
2509,1026,8693
2510,6155,6301
2511,1981,6396
2512,3427,4303
2513,7233,4699
2514,3341,4470
2515,5660,9452
2516,8633,1959
2517,1439,671
2518,6989,470
2519,50,9256
2520,1786,3892
2521,887,9963
2522,7208,6923
2523,397,204
2524,6953,7965
2525,1956,2380
2526,4308,6236
2527,4367,1779
2528,8934,2308
2529,4266,6111
2530,7932,6342
2531,6734,9272
2532,5267,5426
2533,3105,5886
2534,5745,1058
2535,857,2679
2536,8206,6340
2537,4855,8510
2538,7478,3751
2539,3971,7093
2540,2151,1812
2541,610,4300
2542,4287,8384
2543,6507,3559
2544,342,6378
2545,5439,7807
2546,8019,814
2547,235,8622
2548,8654,2223
2549,3774,2936
2550,3750,807
2551,5423,4741
2552,8519,4388
2553,2320,2837
2554,6901,2946
2555,9904,3648
2556,498,7890
2557,2975,5627
2558,3406,4044
2559,6185,4200
2560,9966,8807
2561,5884,9478
2562,7712,7703
2563,6563,4810
2564,280,2071
2565,6301,3412
2566,5921,6216
2567,606,802
2568,7359,8711
2569,5148,9335
2570,6514,4252
2571,955,9052
2572,498,4723
2573,7994,9314
2574,6860,2388
2575,1072,7694
2576,6227,9787
2577,3533,8258
2578,7342,1674
2579,2944,9012
2580,1483,2774
2581,2536,5092
2582,5918,9282
2583,307,5206
2584,7088,5698
2585,9477,2417
2586,8250,4940
2587,5530,281
2588,9018,4835
2589,9636,4624
2590,2514,811
2591,5212,4712
2592,9421,4100
2593,2017,6552
2594,2248,6531
2595,3896,2319
2596,6538,8384
2597,7156,7904
2598,821,2010
2599,354,6040
2600,7214,9169
2601,1101,4765
2602,5651,1054
2603,2634,3447
2604,308,6100
2605,9056,5897
2606,2129,2558
2607,5743,559
2608,289,3901
2609,8210,2493
2610,9641,767
2611,380,7095
2612,3483,7317
2613,863,2943
2614,4059,551
2615,3530,7263
2616,1779,853
2617,1832,9709
2618,6389,531
2619,8087,4823
2620,419,3706
2621,5174,760
2622,8635,9844
2623,2109,9082
2624,5170,1858
2625,9484,1011
2626,1638,121
2627,5112,2833
2628,2749,8422
2629,410,6024
2630,6503,7389
2631,5457,5135
2632,9001,7047
2633,3244,9047
2634,8002,6329
2635,8517,49
2636,1070,4352
2637,8692,4709
2638,6328,6574
2639,3027,5155
2640,139,4535
2641,960,2212
2642,5470,4727
2643,4211,3457
2644,4119,9181
2645,2674,8361
2646,1767,3062
2647,5658,6322
2648,4024,1779
2649,9825,8176
2650,8796,9044
2651,2113,5736
2652,2474,9990
2653,4239,7394
2654,5431,7284
2655,8679,7799
2656,2795,7834
2657,8159,4319
2658,1212,497
2659,3307,8758
2660,2261,7099
2661,9535,656
2662,6411,9211
2663,9600,2416
2664,3907,8568
2665,3134,1886
2666,8680,4301
2667,8073,3314
2668,251,3433
2669,3791,7914
2670,9583,5803
2671,3497,945
2672,8393,8318
2673,468,9226
2674,4380,7382
2675,1950,3794
2676,8639,1597
2677,5209,4144
2678,2149,7464
2679,8516,6055
2680,9862,9335
2681,2156,7985
2682,9997,9630
2683,9658,3895
2684,3837,5841
2685,6519,6274
2686,4928,1597
2687,726,5094
2688,6305,519
2689,2670,6430
2690,1915,3589
2691,4229,9322
2692,7858,2152
2693,1728,3327
2694,1378,3650
2695,6390,1365
2696,9472,3395
2697,3279,9129
2698,1958,3659
2699,2140,7816
2700,1339,7089
2701,5385,3313
2702,7476,4892
2703,4160,2050
2704,451,7076
2705,7675,1617
2706,8859,9754
2707,9470,9417
2708,9204,760
2709,251,4788
2710,7627,3183
2711,7053,4206
2712,1136,1767
2713,7620,5670
2714,7059,304
2715,8442,2689
2716,8415,9983
2717,3875,6421
2718,3284,921
2719,9242,7965
2720,2344,485
2721,6569,9786
2722,8846,5569
2723,9055,6660
2724,2317,5062
2725,3374,6708
2726,908,6412
2727,8309,7023
2728,3862,5249
2729,9185,4872
2730,4300,2432
2731,9083,5910
2732,2750,3367
2733,6095,3472
2734,2258,1719
2735,288,7215
2736,5838,1424
2737,5432,4858
2738,6024,6553
2739,1084,4527
2740,2624,7175
2741,7041,2615
2742,152,4888
2743,4152,1439
2744,6311,9270
2745,8705,5427
2746,7058,8898
2747,7807,1154
2748,8063,1913
2749,4436,7411
2750,5582,6741
2751,5054,2443
2752,4841,2935
2753,1077,1805
2754,1575,8929
2755,7088,5564
2756,1421,8064
2757,6965,3336
2758,8251,5559
2759,9144,9310
2760,63,7835
2761,8112,4435
2762,9094,755
2763,1413,5615
2764,306,7792
2765,9453,9723
2766,3197,336
2767,7858,5334
2768,6164,574
2769,9241,4548
2770,5988,8621
2771,6323,9001
2772,2307,203
2773,8522,5052
2774,1135,775
2775,2767,483
2776,4709,6991
2777,4446,2324
2778,6331,728
2779,6991,838
2780,2495,6191
2781,1914,8593
2782,3226,9354
2783,3776,8896
2784,4657,3650
2785,749,6505
2786,6664,4139
2787,7255,7588
2788,1462,229
2789,4607,9597
2790,5861,7606
2791,8788,8370
2792,7697,792
2793,2773,9797
2794,3580,605
2795,7342,1082
2796,1899,1824
2797,9790,1934
2798,1301,5957
2799,1798,794
2800,9573,976
2801,7222,4067
2802,4826,747
2803,2539,9890
2804,9448,1612
2805,9470,7462
2806,3402,1247
2807,8021,7386
2808,2110,2639
2809,6530,8693
2810,8294,2081
2811,6172,3960
2812,9762,105
2813,1513,5434
2814,2061,8065
2815,7027,7242
2816,3421,5862
2817,8,4835
2818,8137,8836
2819,552,336
2820,1973,447
2821,8260,8545
2822,8106,645
2823,6460,8402
2824,4435,9255
2825,5403,4205
2826,6898,1889
2827,4383,7918
2828,5169,8488
2829,5268,6370
2830,8554,8213
2831,9615,2845
2832,6608,5855
2833,5528,5151
2834,9655,4898
2835,8355,5714
2836,7341,3625
2837,8723,5279
2838,4627,1946
2839,8561,572
2840,9542,4123
2841,9690,5069
2842,8958,8843
2843,1230,5971
2844,1347,3016
2845,9031,6665
2846,49,2939
2847,3006,8632
2848,6100,9996
2849,4457,6964
2850,7197,2992
2851,5419,4667
2852,8182,6223
2853,352,7316
2854,3785,5804
2855,1574,9953
2856,5127,8
2857,5181,9829
2858,8737,5205
2859,5575,6622
2860,6682,8103
2861,5973,4324
2862,8891,276
2863,5370,6748
2864,3706,2928
2865,8148,809
2866,9681,4896
2867,1554,5934
2868,4583,1209
2869,268,9367
2870,7657,8118
2871,3752,5183
2872,633,5780
2873,7967,120
2874,9377,9794
2875,7788,3222
2876,6073,6740
2877,2128,5646
2878,9141,7842
2879,5641,7785
2880,393,99
2881,7922,7225
2882,4086,476
2883,5670,3137
2884,3788,9590
2885,4877,7972
2886,3628,7213
2887,3118,4700
2888,8291,1961
2889,6523,4157
2890,9436,3499
2891,3523,7949
2892,5022,5599
2893,5883,1686
2894,4543,9420
2895,5519,9009
2896,1789,7902
2897,4147,7545
2898,5233,8338
2899,6783,2096
2900,7709,5743
2901,2701,7886
2902,5994,6152
2903,8078,2390
2904,5045,3234
2905,9700,6992
2906,2568,2643
2907,6061,8367
2908,6441,4031
2909,4279,8310
2910,5904,7042
2911,9854,5248
2912,802,537
2913,4947,2464
2914,9061,4469
2915,7938,9348
2916,2826,4808
2917,2193,5668
2918,6215,8097
2919,5866,7857
2920,2720,4355
2921,7535,1246
2922,2582,7417
2923,4784,2611
2924,4382,3633
2925,7004,5060
2926,4109,691
2927,1876,7005
2928,1616,3642
2929,6679,574
2930,1084,6315
2931,9681,2661
2932,9174,5422
2933,7578,3425
2934,7583,1479
2935,6061,4015
2936,4720,2538
2937,5421,4539
2938,4642,5881
2939,8991,118
2940,7513,5066
2941,7248,748
2942,131,4410
2943,6475,1649
2944,5634,3050
2945,5239,422
2946,9719,5091
2947,548,4563
2948,302,7371
2949,939,267
2950,5515,3955
2951,6510,2611
2952,6304,4659
2953,8966,9472
2954,2068,4006
2955,7778,1362
2956,782,2032
2957,2057,7974
2958,9694,5097
2959,2531,9210
2960,4538,9866
2961,889,2110
2962,6293,4608
2963,371,2050
2964,2667,4397
2965,5201,5265
2966,4626,8072
2967,9094,1858
2968,966,5309
2969,1414,5873
2970,7853,8570
2971,8037,2
2972,2695,5300
2973,5998,3702
2974,4005,6436
2975,7789,297
2976,4182,855
2977,3034,9192
2978,5311,8214
2979,9715,6949
2980,6546,2148
2981,6379,1420
2982,1300,7013
2983,9910,5525
2984,3605,9584
2985,3435,3278
2986,1415,2170
2987,9164,3675
2988,7171,8371
2989,8168,860
2990,3961,2772
2991,7060,9706
2992,3192,7805
2993,2686,9754
2994,4735,8243
2995,5644,4938
2996,9172,7299
2997,2819,921
2998,4986,5172
2999,5359,3939
3000,5215,976
3001,993,2555
3002,4655,1004
3003,2682,7220
3004,8204,5596
3005,5563,8707
3006,4440,4463
3007,8302,1355
3008,8960,7978
3009,9146,3923
3010,1134,2981
3011,4563,4265
3012,5209,2830
3013,4645,159
3014,4985,6073
3015,4711,7058
3016,7366,9934
3017,5757,6214
3018,7829,4861
3019,7185,6315
3020,801,4226
3021,9009,8709
3022,1479,3952
3023,8783,1714
3024,2780,9329
3025,4902,1654
3026,8823,8541
3027,3086,7109
3028,6670,4255
3029,9316,4178
3030,2627,6059
3031,464,5602
3032,3965,4966
3033,2443,3183
3034,6656,729
3035,4841,226
3036,8565,8372
3037,1489,9778
3038,2742,9705
3039,8600,9217
3040,6653,628
3041,8781,4008
3042,6173,9525
3043,1275,1535
3044,6095,4773
3045,9018,8864
3046,6601,6876
3047,2584,7818
3048,5955,8195
3049,8771,4940
3050,1278,4321
3051,6323,3551
3052,4827,2628
3053,3700,3468
3054,7710,2433
3055,8233,3787
3056,6188,8647
3057,6122,4744
3058,2292,3916
3059,2269,7650
3060,7924,3890
3061,9221,3262
3062,6829,4642
3063,8144,6449
3064,4828,2664
3065,9211,5466
3066,7602,7316
3067,2811,7669
3068,7303,7013
3069,93,3807
3070,357,7496
3071,3058,5445
3072,9967,7580
3073,979,9063
3074,81,4092
3075,2296,3871
3076,6311,9954
3077,7491,2266
3078,2693,1906
3079,4752,1406
3080,6952,1601
3081,3023,4346
3082,9898,1665
3083,3128,2032
3084,6826,4129
3085,7470,273
3086,2673,6718
3087,5155,5845
3088,5569,5666
3089,9207,4626
3090,4553,9300
3091,8240,1984
3092,3487,1633
3093,5153,5634
3094,7291,9704
3095,9230,364
3096,2930,2555
3097,9010,5043
3098,5526,2187
3099,2187,7971
3100,7854,6448
3101,7213,310
3102,2746,2207
3103,7890,6654
3104,1914,1178
3105,1131,9770
3106,6315,7817
3107,5317,4526
3108,5310,9711
3109,8009,349
3110,9979,2232
3111,1149,1
3112,8277,5106
3113,6639,9845
3114,6263,7727
3115,3042,3098
3116,2290,3992
3117,8630,2526
3118,8677,6840
3119,5366,460
3120,3378,149
3121,6694,6844
3122,9172,9456
3123,7988,2793
3124,6615,9224
3125,151,718
3126,770,9443
3127,102,8638
3128,7661,3321
3129,8811,7069
3130,3016,1092
3131,1690,3521
3132,3726,3515
3133,4024,2511
3134,1595,3022
3135,1435,3936
3136,239,265
3137,3301,5399
3138,3841,3759
3139,7339,4634
3140,5438,4095
3141,9593,148
3142,7132,8674
3143,2306,8245
3144,5452,4934
3145,6166,6050
3146,4021,3270
3147,4200,7305
3148,4343,911
3149,3439,2196
3150,2949,7230
3151,4063,9258
3152,8470,7352
3153,8420,8117
3154,1232,1604
3155,8340,6218
3156,3285,1886
3157,7046,9881
3158,9580,2844
3159,7100,4750
3160,4771,8293
3161,7099,4745
3162,836,3982
3163,6799,7862
3164,4241,3782
3165,7014,8273
3166,730,226
3167,8701,1074
3168,1562,3338
3169,5628,6210
3170,7378,8520
3171,116,9691
3172,1565,624
3173,4430,602
3174,4900,8326
3175,5854,6754
3176,8346,7198
3177,4383,708
3178,9793,9985
3179,7005,9956
3180,6079,8491
3181,3905,9190
3182,512,828
3183,5213,7038
3184,30,3456
3185,8442,3455
3186,1737,9901
3187,7493,8776
3188,4896,175
3189,7386,6377
3190,8445,2577
3191,6668,6330
3192,2876,5414
3193,728,4203
3194,1410,113
3195,1180,1814
3196,8650,8173
3197,3524,2434
3198,5013,8253
3199,8568,2391
3200,3423,6915
3201,2640,909
3202,3714,4343
3203,3202,4587
3204,7519,1631
3205,3805,1516
3206,920,4309
3207,9335,2346
3208,4934,6088
3209,1374,3407
3210,8463,8210
3211,3,5881
3212,1533,1957
3213,3895,628
3214,1281,5881
3215,9066,6469
3216,3755,3992
3217,6064,5068
3218,7990,2045
3219,4440,8613
3220,4152,8916
3221,7603,6703
3222,3099,2066
3223,6008,9216
3224,4687,3584
3225,6558,371
3226,8899,2532
3227,1191,1043
3228,5466,9888
3229,3552,4177
3230,3605,1287
3231,2193,1151
3232,3697,2284
3233,5190,8800
3234,7306,5128
3235,9192,9838
3236,3205,365
3237,6327,4300
3238,128,6915
3239,981,3577
3240,6080,8718
3241,4291,1071
3242,7033,2172
3243,704,8391
3244,9135,3073
3245,6814,1232
3246,9261,9036
3247,6563,2272
3248,7874,8635
3249,3469,5317
3250,9424,7080
3251,1352,9700
3252,2866,3677
3253,1353,8302
3254,5544,844
3255,1658,938
3256,3029,6126
3257,1831,8074
3258,4312,1381
3259,3893,6408
3260,5935,318
3261,3845,2440
3262,2345,2480
3263,9793,4959
3264,9402,7569
3265,5215,7598
3266,9674,7812
3267,1578,797
3268,6920,425
3269,9710,3505
3270,7545,3089
3271,2906,3124
3272,5639,2641
3273,2130,7423
3274,6548,859
3275,1913,308
3276,2539,4460
3277,7609,4215
3278,9115,4692
3279,2106,5393
3280,233,252
3281,944,9492
3282,6255,8626
3283,2597,7797
3284,4760,6891
3285,3309,9637
3286,9492,3057
3287,3571,437
3288,4663,1813
3289,3180,7525
3290,7589,843
3291,1558,8350
3292,2057,318
