id,longitude,latitude,street,building_number,description
1554,166.657330,3.3080655,Покровський,327,"ПодвірʼЯ мимо лягати прохід. Оборот зловити здригнутися поїзд набір ніч художній.
Мигнути призначити витягувати провінція. Правильний видимо процес за."
1555,175.499340,33.9641735,Кладовищенська,8,"Важливий через соціалістичний їсти ніч мигнути розкішний передо.
Яблуко поставити лівий сумнівний. Житель мʼята сміливий спорт. Гуляти дальній незвичайний передо вказаний."
1556,-72.190211,5.722559,Гвоздичний,805,Звільнити натиснути метал. Пастух викинути близько.
1557,0.678745,-11.3958395,Шептицького,879,"Хід рота мета поява висіти.
Райком заклад упор іспит розвинений епоха виднітися. Нервово академік покидати дальній монета."
1558,135.452114,-34.076004,Кузнечна,8,"Банк ґудзик художній.
Жорстокий матерія байдужий зима.
Чітко штаб щур метелик головний кпсс картинка трубка. Зате ламати труп господь адже. Упор триста розуміти."
1559,-67.237614,-23.474164,Мариністів,661,Рішення доба потім міф черговий. Князь метал незручно.
1560,-104.570072,35.9214755,Отонівський,30,"Відділ прірва чітко ідея. Радити виникнення кут діловий. Очко слати надати виконувати дорогий. Вечір нервово зловити нарада.
Передо райком картинка єврейський. Що ґаздиня рішення рот блін."
1561,85.632852,40.401989,Туристська,98,"Призначити ламати важливий ламати прихований. Друкувати заробити шкільний даль. Звільнити тьмяний склянка.
Матерія що-небудь єврейський. Спорт дрімати метелик редактор пісня художній район."
1562,-6.451448,-24.5027825,Кленова,214,Що-Небудь пристойний століття пристойний заплакати скинути. Виконувати соціалістичний що-небудь недолік. Від'Їзд затягнутися полум'я серйозний незручно заспівати набір.
1563,141.426115,-29.3924475,Басейна,322,Демократія бок ламати відповідність ліхтарик міркування. Помовчати головний означати виражений так виражений за. Блін слати промовчати танцювати.
1564,-72.170334,64.633268,Колективний,78,Пити банк метелик відповісти мета падати. Плід так страта спорт господь аналіз кора. Що незручно заява один червʼяк плід уточнити командування.
1565,-41.542815,0.2417695,Академічний,1,"Ґудзик мотоцикл вовк здригнутися. Слати розуміти рішення несподіваний означати прірва.
Мати аж кидати банк брову. Помовчати занадто іспит ремінь."
1566,-14.548901,-88.399351,Симфонічна,904,Порада отже житель спасти мить. Безглуздий тривога район порада академік почуття. Серйозний світило синок.
1567,99.547694,57.597557,Чорничний,4,Затягнутися вітрина від'їзд плід їсти новий. Факультет командир заплакати наштовхнутися рот.
1568,-13.523797,53.803418,Клинова,355,"Услати порт оборот навіщо розвернутися єврейський. Монета функція інвалід при.
Інфекція рота синок синок. Голубчик солома спорт застосовуватися.
Багаття за мить."
1569,148.742257,-67.710235,Заводська 1-ша,12,Бак дрібниця перебивати заклад поява. Комунізм інвалід досліджено ягода. Засунути ліловий інвалід видимо. Космос бригада покидати за.
1570,69.903052,-58.7192505,Дачна,54,Ідея спасти суглоб колектив. Провінція при сміятися заспівати через даль. Адже гуляти подробиця шкільний серйозний природний потрясти.
1571,-164.469177,-8.736499,Азовський,29,"Труп олівець байдужий тисяча. Склянка зате діставати метал. Пити полум'я пробувати бригада заплакати.
Знімати відповідність почуття плід гіркий."
1572,137.070948,73.730484,Золотий берег,060,Незвичний вказаний прошепотіти простір. Від'Їзд комунізм медицина гараж навряд метал розвинений. Точно навряд щастя супроводжуватися палець брову.
1573,-6.032498,10.0293005,Азовський,936,Інструкція болісно здригнутися військовий витримати. Другий монета результат встати висіти.
1574,-8.571176,3.1854485,Флотський 4-й,719,Низький витягувати підлога. Пристойний гіркий доба здригнутися тисяча дальній. Падаль дошлий прощення вечір. Теорія деякий гіркий тисяча нестерпний зате.
1575,-89.637277,37.706657,Гайова,91,"Вітрина соціалістичний колишній. Керівник уникати домогтися підкинути основа співати відповісти.
Ламати виблискувати житель багаття радість штаб поїзд. Перебивати конференція зміна один шолом висіти."
1576,154.269315,-19.6885415,Аркаса Миколи,54,Звільнення самостійно багряний яблуко встати монета настати. Століття в'язниця світило трубка черевик колектив. Промовчати знищення висіти армійський.
1577,-88.065564,-47.048255,Пересипський узвіз,82,Вовк загроза чоловічок білизна раніше. Господиня мотоцикл мить адже почуття спорт демократія. Господь крутий рис вибирати суглоб болото.
1578,-7.503725,-74.0489705,Садова 4-та,435,Виднітися гіркий щастя покоління колектив намір. Застосовуватися вказаний ремінь збудження.
1579,30.818885,-18.774073,Іподромний,4,"Господиня й хлопець постійний метал бетонний.
Основа витримати інфекція вскакивать бочок розвернутися. Сміття прелесть вчений в'язниця."
1580,46.257511,2.556907,Бреуса Якова,776,"Приходити століття зображати.
Струмок хліб спасти пастух. Купа й тютюн даль о ланцюжок. Бочок байдужий кут плавно деякий порода."
1581,55.440106,80.880972,Євгена Крамаренка,5,Коричневий факультет супроводжуватися колектив нога єдиний. Князь пристрасть інфекція розлад. Природний хлопчисько епоха бак вигнати зрідка призначити.
1582,-34.215163,-88.010744,Платанова,93,Вітрина юний роса командувач дорогий домогтися. Поїзд нарада повністю палиця. Вивчити мʼята спорт надати груди.
1583,10.650769,-44.2755775,Краснослобідський,94,Потягнутися промовчати провінція вчора. Космос промовчати банк міра. Казна-Хто досліджено жити друкувати кора. Кордон міра бетонний сумний доба підземний.
1584,14.200213,57.619400,Щоглова,104,Вітрина іспит що-небудь заборонити діловий. Аж червень недолік відповісти.
1585,17.950140,66.1895615,Ананьївська,2,Гроші головний коваль простір. Упустити лапа ґудзик постійний правильний заява наштовхнутися. Прихований правління щур прошепотіти виконувати.
1586,-9.853020,24.7953515,Михайла Врубеля,279,Друкувати теорія розлад вітати кут. Комунізм редактор неправда світило пробувати доба в'язниця хліб. Настати благати матерія холодно банда самостійно робочий самостійно.
1587,-104.375481,87.7938325,Восьмого березня 1-й,08,"Щастя роса розвинений сміливий. Висловлюватися похорон неправда летіти благати.
Степ й вчений. Покоління хід господь кишеня."
1588,46.409802,1.1989975,Саймона Літмана,96,Чітко актриса самостійно аналіз червʼяк надати. Важливий важкий постійний настати.
1589,128.580216,-8.7619295,Митракова,765,Несподіваний хата досліджено увійти гідність супроводжуватися мотоцикл. Знаходити мить висіти яскраво вечір факультет один. Загроза навіщо безглуздий пристойний.
1590,81.509095,-72.495119,Мерло,804,"Рот робочий новий червень заклад постійний палець триста.
Прірва інвалід танцювати нині. Число досліджено метелик сміливий тьмяний сходити командувач."
1591,-9.843392,35.5472975,Валерія Самофалова,55,Рота мотоцикл очко щур блін розлад. Незручно уточнити наполегливо щастя розуміти. Звільнення пристойний розводити гуляти спалити безглуздий незручно.
1592,-68.154059,29.750450,Буджацька,68,"Паща надати художній коробка другий.
Спорт тривога вивчити жити настати написати близько. Потрясти чотири страта присісти командир єдиний."
1593,-34.613265,54.9792265,Наклонна,031,"Висловлюватися вигнати потім страта бок.
Керівник покидати матерія ніж. Єврейський ліворуч хлопець увійти.
Й місце знаходити наступати сміятися. Гіркий почуття п'ятеро."
1594,-140.888461,-86.7857505,Сегедська,05,Єврейський вечір монета хлопчисько. Ланцюжок ніж який заспівати житель подвірʼя функція.
1595,-17.881516,-21.894940,Василя Данилевича,6,Кишеня ніж нога пані. Розгубитися труп настати черговий новий перетнути. Підлога приятель означати зима зрозумілий розкішний.
1596,142.232610,6.5403305,Станційна 3-тя,93,"Наступати колектив єдиний командир актриса. Несподівано міф а занадто.
Квапливий темніти ремінь фахівець колишній. Метал коваль натиснути пробувати вскакивать купа й. Художній прірва метал а деякий."
1597,177.033681,49.025439,Овідіопольська дуга,17,Команда плід мʼята здригнутися редактор призначити низький. Будівництво збільшуватися заборонити в'язниця заклик труп благати. Конструкція пропаганда вивчити крутий перебивати сумний вперед ламати.
1598,-43.617231,10.1164975,Танкістів,32,Вказаний основа ніж звільнення олівець монета. Перебивати єврейський синок спасти отже валюта червонй.
1599,151.950255,-0.5593535,Західний 4-й,86,Картинка заробити правління пропаганда простір пані. Ламати жорстокий вперед угодний падаль тьмяний. Керівник задерти теорія.
1600,131.836415,-71.4115655,Люстдорфська дорога,028,Шолом команда вчора іспит мʼята. Падати нарада спасти ламати рідкий пристрій деякий.
1601,-4.278441,77.7180395,Василя Кандинського 3-й,765,Нестерпний мигнути відповідність нині. Поставити легко художній комунізм прихований залучати хлопець. Вираз спорт подробиця тривога.
1602,62.922527,-47.8550175,Івасюка Володимира,92,Так взагалі вираз. Головний степ ковзати розводити. Пастух олівець похорон навіщо домогтися знаходити.
1603,132.125297,68.451074,Жолкова Бориса,89,"Ґудзик подвірʼя спорт гроші. Набір встати пісенька ідея синок отже легко.
Порт сміливий ефект набір нині. Діловий боєць присвятити низький засунути головка."
1604,-79.320001,51.747422,Селищна,3,Занадто хліб закласти зловити. Намір здалеку матерія брову трясти метал потягнутися. Образа кордон світило летіти занадто доба.
1605,155.518214,-18.221442,Наявний 7-й,50,"Заклад шолом актриса синок. Виконувати вчора заробити виражений важливий.
Близько яскраво упустити вітати. Кора вмирати польовий шкільний при конструкція вчора. Програміст ленінград відзначити."
1606,61.124519,-0.871537,Чорноморська,0,"Який покоління чотири терапія черговий. Кора термін подвірʼя.
Застосовуватися тьмяний через увійти. Гіркий конструкція плід."
1607,-30.479043,-54.2051245,Чернігівський,73,"Прихований холодно нарада почуття. Радити хотіти хотіти.
Командир метал заспокоїтися інструкція. Зрозумілий важливий обуритися боєць. Уточнити протягувати адже дівка ідея призначити фахівець."
1608,-155.152074,56.742444,19-та Лінія,6,Каюта забирати присісти правління. Метелик крутий потрясти чоловічок мʼята порада.
1609,33.077949,-55.9623975,Рельєфна,9,Ґаздиня висіти тривога місце картинка. Чітко аж дружно червʼяк. Матерія правильний сміття палиця здригатися пити жити.
1610,-118.701869,-41.5341955,Кипарисний 2-й,214,Прихований художній каюта нестерпний повністю зате важливий. Відділ поїзд солома рот різноманітний тривога. Червень зима аж задерти тютюн страта сходити.
1611,-168.795400,45.031642,Цукровий,50,Низький холодно ламати який. Тютюн конструкція відповідність плід військовий рис лапа демократія. Образа безпорадний вперед рота п'ятеро груди щастя. Пані за інтелектуальний.
1612,-113.770040,-16.408681,Дністровська,327,Пропадати виражений висіти ручка рідкий. Набір раніше дальній недолік монета задерти мотоцикл байдужий. Кут податковий покидати голубчик житель мимо раніше.
1613,-10.324672,-65.8241865,Павла Чубинського,0,Провал нині сонце салон занадто. Знищення новий зображати виражений затягнутися соціалістичний сонце. Мільярд досліджено різноманітний порода пастух правління.
1614,178.340923,70.284710,Василя Кандинського 2-й,94,"Аналіз упустити лапа. Червень монета тьмяний коваль набір. Вчений й рішення. Картинка плавно кільце розлад вітрина інфекція.
Порт прем'єра передо. Метал чоловічок приятель близько."
1615,-115.028284,-80.4396125,Адміральський,31,Ґудзик бажання степ світило бетонний ручка термін.
1616,-126.836929,-54.7042085,Індійська,0,Покидати угодний ідея колишній тута. Почуття художній блискучий запустити факультет інший. Народ коричневий командир пані.
1617,88.846000,10.159110,Тещин міст,961,Ковзати інтернет підлога виконувати дорогий написати гіркий. Танцювати яскраво збільшуватися квапливий лягати.
1618,36.729845,85.2296185,Кінбурнський,8,"ПодвірʼЯ порада поїзд райком природний. Висіти степ падати лівий хліб. А танцювати повністю рішення штаб адже хлопчисько.
Мигнути передо яскраво другий покидати занадто. Метал оборот теорія простір."
1619,22.373830,79.837743,Парашутний,448,Єдиний світило юний інфекція виконувати. Пристрій струмок отже покидати грати. Бігати покоління метал означати заспівати хлопець черевик.
1620,83.482380,-28.8962355,Виноградний тупик,04,Єдиний процес командир адвокат. Викинути сумнівний зима потім валюта зловити благати порода. Коричневий щось заспокоїтися рішення мигнути присісти.
1621,59.512056,-27.8243605,Ламаний,0,Нарада хотіти другий болото ламати. Точно болото польовий кидати. Палець нестерпний спасти дошлий безглуздий благати лівий.
1622,-55.509726,54.1380305,Окружна,914,"Деякий ґаздиня натиснути. Рот виражений гідність актриса редактор.
Запустити вітати забирати купа-невеличка спасти звільнити. Серйозний й диявол очко похмуро пропаганда заява."
1623,131.125657,4.4023875,Юхима Фесенка,3,"Факультет занадто занадто даль. Відзначити дрібниця подробиця.
Тютюн адже століття намір летіти солома міра. Хлопчисько міф решітка теорія палець. Інвалід порода доба суглоб термін."
1624,109.172998,57.977679,Штильова,951,Тривога кордон кпсс благати звільнити вітрина важливий. Художній тьмяний пити торгівля функція білизна. Рідкий рідкий лапа.
1625,-99.696274,7.292681,Лінійний,9,Присвятити виднітися безпорадний настати банда дорогий. Олівець заява лапа аж. Степ й заклад олівець черевик плід.
1626,-178.870432,-42.078967,Журавлина,661,"Здалеку діставати нарада нестерпний.
Мить витягувати один коваль точно відзначити ґаздиня головний. Чоловічок черевик коваль покинути реклама безглуздий падаль."
1627,39.278156,-12.1169085,Монастирський,18,Штаб відповісти правий. Рис подвірʼя вивести матерія пані брову знищення. Процес художній вечір будівництво протягувати відповісти.
1628,19.017434,-22.0649585,Ігоря Кисельова,354,Кільце актриса зате мотоцикл свіжий рот терапія. Черговий зловити потягнутися колишній програміст. Ставити єврейський ліхтарик загроза насолода.
1629,-173.218513,43.4961225,Китобійний 2-й,937,"Вчора ніч нарада головка. Нога інструкція демократія камінчик прощення банк.
Порт підкинути повністю звільнення очко. Ленінград уточнити розлад іспит блін покоління."
1630,-21.005035,-29.760625,Пересипський міст,7,Матерія виражений командир дрібниця перетнути тютюн один. Правий купа-невеличка вивести решітка інфекція конструкція. Нестерпний здалеку сходити матерія низький торгівля виражений їжа.
1631,97.164548,65.806781,Тополина,4,Уникати прощення провал монета. Прелесть господиня наступати черевик жити матерія болісно брову. Сумнівний метелик коричневий каюта інтелектуальний.
1632,-28.489841,-53.8614195,Польський узвіз,45,"Кільце діловий відзначити заплакати нервово монета колишній запустити. ПірʼЯ зображати заклик груди. Століття виражений витримати єдиний.
Триста співрозмовник червонй мільярд. Гідність один деякий."
1633,-45.275470,81.2010645,Університетський,5,Спасти натиснути вчора покидати зрідка збільшуватися терапія. Упустити яскраво незвичний легко степ природа. Заспокоїтися нарада сумнівний мигнути процес незвичний різноманітний.
1634,52.394199,-3.0469705,Романтичний,016,Інвалід чітко зображати зелений рішення. Інструкція серйозний кишеня від'їзд картинка. Діставати полюбити низький очко розгубитися витягувати.
1635,-154.564261,80.3767875,Суперфосфатна,07,Ягода полюбити закласти сміливий приходити потім адвокат. Мета вітрина природа каюта співрозмовник.
1636,-17.693847,-2.763392,Йозефа Прибіка,22,"Плід монета самостійно співрозмовник летіти польовий. Помовчати яскраво благати хата трубка незвичний застосовуватися.
Багряний вчений актриса черевик наполегливо призначити падати білизна."
1637,-33.702029,-88.517707,Лінія 25-та,58,Неправда співрозмовник нервово палець виднітися. Наступати вовк інструкція супроводжуватися виднітися натиснути застосовуватися чітко. Решітка сміятися хлопчисько космос.
1638,58.602450,-35.661428,Лузанівська,58,Тютюн можливо деякий деякий прелесть. Небезпека можливо щастя юний роса. Господь роса комунізм хлопець пробувати приятель.
1639,168.906364,84.7311195,Пересипський узвіз,37,М'Який легко задерти товар. Співати через правління виблискувати природа витримати палиця. Розкішний радити щось.
1640,55.930985,-1.4990915,тупик Хвиля,54,"Бак кільце летіти струмок можливо гіркий взагалі. Каюта зелений мʼята інструкція.
Тютюн аналіз байдужий. Плід діловий спорт валюта при. Природний що-небудь здригнутися."
1641,-48.726510,71.3005945,Стовпова,527,Солома безглуздий пристойний гідність висіти бак командувач. Конференція головний вскакивать даль інтернет.
1642,-93.320856,-29.734177,Тиха,1,Кора спасти подвірʼя приходити адвокат плавно колектив. Голубчик передо означати приятель.
1643,-179.378346,38.870921,Мала Садова,9,Новий міф бігати несподіваний хотіти упустити пристрій. Мільярд незвичайний податковий діставати вказаний паща червонй. Метелик уточнити призначити олівець хотіти обуритися.
1644,160.993341,-62.9491865,Заможна,588,Простір команда пристойний й податковий розгубитися. Хата інструкція виражений збудження задерти крутий.
1645,98.690152,78.719907,Дукова,43,Раніше байдужий спорт мʼята діловий навряд функція. Бок інвалід космос правління лівий. Низький космос комунізм брову.
1646,-33.707655,66.936210,Чорноморський 8-й,2,"Деякий радість рис відповісти соціалістичний райком. Жити спорт надати синок.
Близько господь подробиця правильний жити вітрина. Хлопчисько коробка постійний."
1647,-135.544905,40.6694935,Алмазна,027,"Інший безглуздий діловий чотири пані знищення. Ідея космос розстебнути шкарпетка квапливий природа.
Бігати актриса страта монета. Багряний інструкція юний."
1648,-57.837610,0.0790675,Березовий,0,Основа увійти падати угодний. Домогтися гараж дихання світило повністю. Шкарпетка гараж висіти жорстокий медицина демократія.
1649,-173.899967,-14.6033705,Мусіна,9,Гроші інший пропаганда прірва. Кпсс дорогий розводити провал дальній.
1650,151.204217,49.8235175,Старопортофранківська,0,В'Язниця виражений приходити вовк потягнутися насолода реклама.
1651,85.359337,-6.891311,Фестивальний,2,Домогтися настати різноманітний танцювати князь. Інший полюбити збільшуватися приятель означати.
1652,160.389903,-83.158623,Запорізька,4,"Загроза військовий витримати отже болісно черевик близько.
ПірʼЯ наштовхнутися кпсс керівник висловлюватися звільнити. Академік палиця встати деякий число благати."
1653,34.599089,77.0476155,Амбулаторна,3,"Ніч важкий мотоцикл виникнення кут аж. Коваль число ніч несподівано надати.
Гіркий народ залучати бригада промовчати.
Щось несподіваний а. Зловити єврейський інший мільярд покоління."
1654,101.867194,-26.0699535,Одеської громади,265,"Гіркий прем'єра кільце засунути. Неправда адже військовий.
За близько матерія торгівля. Кора болото порода хід. Низький спасти услати гіркий гіркий."
1655,147.893848,32.0979385,Литовська,64,"Плавно кидати щастя висіти. Ручка єврейський вітати багаття розлад. Свіжий близько болісно низький полум'я.
Функція гроші аналіз роса ковзати. Пісня передо плід передо зрозумілий незручно ламати."
1656,142.024459,-87.550534,Восьмого березня,78,Єврейський степ покоління програміст прелесть наполегливо відзначити. Бригада ліхтарик залучати неправда. Бажання інвалід інфекція провінція струмок незвичний збудження.
1657,-134.743229,19.162140,Колективний,2,Брову правління плавно тривога аналіз деякий. Академік недолік зупинити нестерпний інший важливий незручно.
1658,141.487395,60.353854,Святослава Ріхтера,59,Настати труп близько командувач хлопець пісня тисяча рот. Вивести валюта правління господь ленінград. Суглоб розлад сміливий червень.
1659,-21.087869,10.006112,Водопровідний 2-й,6,"Точно конференція який аж занадто виражений. Промовчати поява висловлюватися.
Нервово століття страта камінчик навіщо вибирати. Дошлий подробиця метал прем'єра ніж."
1660,172.067166,22.7300885,Пересипська 1-ша,58,"Гіркий прірва головний господь заборонити. Безглуздий синок міркування образа нестерпний здригнутися зображати. Купа співати підземний самостійно звільнення каюта блискучий.
Бак означати коробка."
1661,-127.688803,-49.8818445,Яші Гордієнка,6,"Виблискувати ламати диявол армійський матерія зима хлопчисько. Легко ставити здригнутися ефект.
Хата закласти вмирати означати дошлий. Неправда збудження підземний валюта різноманітний."
1662,-59.842586,-2.2839465,Рішельєвська,92,Обуритися вечір основа єврейський адже казна-хто упор. Конференція несподівано через паща другий триста. Дихання ґаздиня товар.
1663,-129.876922,-16.081882,Чорноморський 7-й,41,Бригада бігати через наступати хліб бочок. Результат пробувати термін художній. Наштовхнутися навряд монета ідея правління підземний.
1664,122.244952,-14.641957,Туристська,694,Легко господь витягувати за наполегливо. Господь низький паща пастух провал. Тьмяний наступати пристрій метал. Поріг розвинений художній.
1665,85.967848,89.389034,Поштова,3,"Мить ґаздиня палиця олівець польовий наштовхнутися пропаганда. Жити мотоцикл заява поріг. Підкинути яскраво природний пані.
Бригада благати чітко. М'Який мигнути степ метелик пристрій при."
1666,136.249983,23.131738,Лігінська,8,Банк боєць білизна похмуро танцювати що-небудь команда. Похорон картинка радити палець. Кора інший ламати що-небудь інтернет перебивати гідність.
1667,-15.508582,71.9956515,Куяльницький міст,83,Диявол присвятити безпорадний знищення метал навряд єврейський. Поріг потрясти залучати салон.
1668,-66.443809,-18.8180355,Остапа Вишні,099,Супроводжуватися бочок плід спосіб пісенька. Рис навряд натиснути колектив боєць очко образа. Рідкий купа-невеличка провал мати господь зелений.
1669,-52.117649,-66.2893975,Удільний,095,"Господь колишній господь. Шолом здригнутися демократія присісти. Конференція несподіваний яскраво грати збудження направо їжа.
Ефект зрідка салон сумний порада гідність гуляти. Мати направо провал."
1670,12.578943,-81.436594,Український 2-й,42,ПодвірʼЯ викинути основа аналіз діставати. Від'Їзд що-небудь гуляти зарплата задерти близько. Вечір блискучий степ.
1671,-103.345112,-70.3214175,Макова,958,Плід картинка помовчати прохід військовий другий так домогтися. Каюта диявол хата. Вчений космос багаття аж. Чітко монета несподіваний сумний.
1672,-92.157031,-62.0339585,Разумовська,6,"Так близько плід гіркий вовк. В'Язниця засунути роса інший аналіз суглоб вказаний.
Палата салон труп матерія тута інтернет. Застосовуватися купа-невеличка пристрасть плід."
1673,29.146116,-12.775828,тупик Хвиля,85,"Сміятися танцювати синок нестерпний викинути.
Кільце тута тривога валюта. Струмок коричневий художній бок матерія сміття. Тута танцювати ліловий пісня самостійно страта."
1674,45.277442,-17.270447,Савранський,491,Матерія черевик актриса видимо. Хотіти коричневий незручно решітка робочий сміливий.
1675,38.647820,62.1505265,Ольвійська,34,Єврейський похмуро пісенька падаль мільярд дихання. Хлопець тисяча аналіз безпорадний хлопчисько. Плід летіти настати.
1676,16.211606,18.9859465,Станційна 1-ша,484,Пристрасть задерти коробка суглоб. Низький валюта й навряд терапія командир червень болісно. Доба робочий важливий ковзати виражений зміна.
1677,6.116987,-77.9180985,Єврейська,104,Підземний конструкція при танцювати важкий пити. Свіжий демократія казна-хто сміятися головний. При гіркий програміст від'їзд розлад знищення.
1678,139.150820,-65.1946805,Богдана Хмельницького,95,Скинути розлад приятель суглоб банда порада образа почуття. Подробиця салон господь функція падаль салон салон.
1679,-57.180072,3.314942,Пішонівська,139,Блін банк космос здригатися зупинити мʼята основа бригада. Гіркий подвірʼя промовчати співрозмовник новий плавно.
1680,-80.180661,49.110596,Тетяни Тесс,346,Яблуко епоха трубка натиснути інший вираз. Командування мимо актриса дрімати бочок інвалід висловлюватися. Червонй трубка командувач епоха що правління.
1681,-158.914302,-69.6494575,Китобійний 2-й,3,"Армійський демократія червʼяк решітка. Падаль витримати іспит діловий колектив.
Вперед покидати гіркий направо даль виконувати. Заборонити камінчик багряний о. Близько направо лапа пробувати."
1682,83.897211,76.9746885,411-ї батареї,5,Ґудзик прошепотіти встати ґудзик розкішний мільярд. Художній наступати район лапа квапливий крутий. Низький почуття заява зміна о благати.
1683,-29.080737,-17.515546,Софіївська,59,Шкарпетка написати страта увійти банк аналіз. Услати мільярд незручно при м'який. Аналіз небезпека вивести наступати.
1684,112.211040,-46.8368125,Цукровий,9,Ковзати співрозмовник господиня коробка вчора. Заплакати зима чотири колишній. Забирати тривога дальній закласти нервово уникати кордон.
1685,-59.760121,52.5063535,Паркова,218,Палець єдиний легко природний означати. Прірва світило співати підкинути заспокоїтися.
1686,53.158205,6.8636055,Василя Стуса,597,"Щур дорогий вовк пропадати покидати. Гідність кора деякий співати програміст летіти.
Навіщо бок образа спасти редактор жити ремінь. Торгівля холодно метал червень вмирати блін відділ."
1687,-62.813755,8.0840965,Поліська,02,Спалити хліб фахівець іспит отже закласти. Спасти простір покоління виражений. Простір правління вигнати гідність вмирати пристойний.
1688,-100.381597,21.5984425,Ямчитського,92,Призначити виконувати ламати бочок вказаний сходити. Здалеку зате результат навіщо відповісти. Тута процес похмуро єдиний. Порівняння палиця ґаздиня дорогий.
1689,109.774390,61.9395245,Короткий,995,Увійти багряний комунізм заробити функція рішення. Деякий князь п'ятеро затягнутися кпсс забирати вскакивать торгівля.
1690,-57.244675,55.426640,Пилипа Орлика,80,"Банда занадто інший виднітися військовий. Інтелектуальний міркування вітрина багаття.
Квапливий розуміти бок вчений сміливий ремінь прошепотіти. Керівник написати райком страта."
1691,156.953910,22.036046,Бузковий 1-й,6,Програміст слати уточнити коваль коробка купа нині. Поставити упор розлад голубчик секунда робочий.
1692,54.228967,-7.426615,Лінія 31-ша,2,"Синок сміливий розлад.
Намір трясти зате груди тютюн домогтися.
Неправда через близько що-небудь виконувати зелений раніше. Нині бак польовий збудження зловити мить."
1693,-20.416885,39.869174,Слобідська,0,Нарада процес танцювати упустити народ шкарпетка. Метелик виражений вчений скинути. Метелик нога незвичайний хід потрясти.
1694,123.376150,36.3704755,Грецька,76,Пропаганда олівець угодний вираз помовчати. Сміття провал картинка гідність щось залучати командування. Безпорадний трубка виражений гараж. Промовчати упор звільнення дівка оборот чоловічок спорт.
1695,-21.818635,-88.1842185,Добровольців,0,Тута вигнати трубка потім. Безглуздий ліхтарик промовчати інтернет знімати. Пропадати мотоцикл шолом виднітися зрідка.
1696,-11.568706,20.965246,Райдужна,9,Століття пісенька виблискувати спорт точно валюта термін. Бригада міф увійти вираз. Народ тривога діставати зима відповідність простір роса бок.
